id;institutionType;name;localization;website;email;phone;capacity;kidsEnrolled;basicPricePerMonth;extendedStayOver10H;basicPricePerHour;foodPricePerMonth;foodPricePerDay;discounts;openingHours;isAdaptedToDisabledChildren;operatingEntityName;operatingEntityAddress;operatingEntityNIP;operatingEntityREGON;operatingEntityRegNoPosition;operatingEntityWebsite;businessActivitySuspended;voivodeship;county;city;address;latitude;longitude
1839;Żłobek;"Żłobek ""BAJKA""";WIELKOPOLSKIE > Powiat poznański > Dopiewo > Konarzewo, wieś ul.  Kościelna 2;bajka-konarzewo.pl;zlobek@bajka-konarzewo.pl;889372546;23;19.0;1500.0 zł;50.0 zł;;;17.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ;NIE;"Żłobek ""BAJKA"" - Romana Michniewicz-Ekert";ul.  Kościelna 2 62-070 Dopiewo, Konarzewo, wieś;7791410257.0;301519380.0;18382/P;bajka-konarzewo.pl;NIE;WIELKOPOLSKIE ;Powiat poznański ;Dopiewo ;Konarzewo, wieś ul.  Kościelna 2;52.33588289999999;16.715957
1840;Żłobek;"Prywatny Żłobek ,,Calineczka""";WIELKOPOLSKIE > Powiat jarociński > Jarocin > Jarocin, miasto ul.  Aleja Niepodległości 19 A;;calineczka.beata12@gmail.com;501447213;25;22.0;650.0 zł;10.0 zł;;94.5 zł;;Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-18:00 ;NIE;"Prywatny Żłobek ""Calineczka"", Beata Czajczyńska";;6171211221.0;366787568.0;2795/P;;NIE;WIELKOPOLSKIE ;Powiat jarociński ;Jarocin ;Jarocin, miasto ul.  Aleja Niepodległości 19 A;51.9727527;17.4952064
1841;Żłobek;NIEPUBLICZNY ŻŁOBEK MINIMONTESSORI;PODLASKIE > Powiat białostocki > Wasilków > Wasilków, miasto ul.  Nadawki 1A lok. U1 ;www.zlobekwasilkow.pl;biuro@zlobekwasilkow.pl;510637410;25;25.0;1260.0 zł;;;;17.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 75.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% Zniżka - Dotacja celowa dla dzieci zameldowanych w Gminie Wasilków: 25.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;NIE;MAGDALENA KARPOWICZ;;9661516337.0;200746615.0;2403/P;www.zlobekwasilkow.pl;NIE;PODLASKIE ;Powiat białostocki ;Wasilków ;Wasilków, miasto ul.  Nadawki 1A lok. U1 ;53.1824837;23.1868647
1842;Żłobek;"Niepubliczny Żłobek ""Mali Giganci""";ŁÓDZKIE > Powiat bełchatowski > Bełchatów > Niedyszyna, wieś Niedyszyna, wieś 40;www.zlobekbelchatow.pl;kontakt@zlobekbelchatow.pl;502313011;32;21.0;550.0 zł;;;;13.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:15-17:00 ;NIE;SQOOLIO MILENA OLEJNIK;;7692082732.0;381034937.0;13536/P;www.zlobekbelchatow.pl;NIE;ŁÓDZKIE ;Powiat bełchatowski ;Bełchatów ;Niedyszyna, wieś Niedyszyna, wieś 40;51.3892791;19.4536894
1843;Klub dziecięcy;Klub dziecięcy Emilkowo;LUBUSKIE > Powiat świebodziński > Szczaniec > Szczaniec, wieś ul.  Szkolna 3;www.opsszcz.samorzad.pl;cus@szczaniec.pl;512 344 669;20;9.0;800.0 zł;;;;0.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-15:30 ;TAK;URZĄD GMINY SZCZANIEC;ul.  Herbowa 30 66-225 SZCZANIEC, Szczaniec, wieś;9271859331.0;542161.0;18394/P;;NIE;LUBUSKIE ;Powiat świebodziński ;Szczaniec ;Szczaniec, wieś ul.  Szkolna 3;52.2689645;15.6842617
1844;Żłobek;Niepubliczny Żłobek Happy Feet ;MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze, delegatura ul.  Młodzieży 2a;https://happyfeet-krakow.pl/;happyfeet.biezanowska@gmail.com;505-369-035;40;40.0;1670.0 zł;;;;18.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Samotne wychowanie dziecka: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;TAK;AEG SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ; 139 32-031 Mogilany, Brzyczyna, wieś;9442256557.0;368280388.0;13700/P;;NIE;MAŁOPOLSKIE ;Powiat Kraków ;Kraków-Podgórze ;Kraków-Podgórze, delegatura ul.  Młodzieży 2a;50.02314639999999;20.0024117
1845;Żłobek;Żłobek NUBO II ;ŁÓDZKIE > Powiat Łódź > Łódź-Śródmieście > Łódź-Śródmieście, delegatura ul.  Gdańska 145;www.nubo.edu.pl;sekretariat@nubo.edu.pl;572 227 716;32;;1350.0 zł;;;;18.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ;NIE;Fundacja SPIN;ul.  Gdańska 145 90-536 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;5732852113.0;360235394.0;18218/P;www.fundacja-spin.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Śródmieście ;Łódź-Śródmieście, delegatura ul.  Gdańska 145;51.7565661;19.4508116
1846;Klub dziecięcy;Samorządowy Klub Dziecięcy Tęczowa Kraina;ŚWIĘTOKRZYSKIE > Powiat kielecki > Mniów > Mniów, wieś ul.  Centralna 11;;tk.mniow@interia.pl;41-37-37-018;20;20.0;500.0 zł;0.0 zł;;;15.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 7:00-17:00 ;TAK;Gmina Mniów;ul.  Centralna 9 26-080 Mniów, Mniów, wieś;9591679518.0;291010346.0;18416/P;;NIE;ŚWIĘTOKRZYSKIE ;Powiat kielecki ;Mniów ;Mniów, wieś ul.  Centralna 11;51.0103287;20.4820171
1847;Żłobek;Żłobek i opieka dzienna HARMONIJKA;WARMIŃSKO-MAZURSKIE > Powiat Olsztyn > Olsztyn > Olsztyn, miasto ul.  Poprzeczna 18A;;harmonijkaolsztyn@gmail.com;665539696;18;13.0;1300.0 zł;;;;16.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;NIE;Żłobek i opieka dzienna HARMONIJKA S.C.;ul.  Poprzeczna 18A 10-282 Olsztyn, Olsztyn, miasto;7393945303.0;387219394.0;18431/P;;NIE;WARMIŃSKO-MAZURSKIE ;Powiat Olsztyn ;Olsztyn ;Olsztyn, miasto ul.  Poprzeczna 18A;53.7917421;20.5045792
1848;Żłobek;Niepubliczny Żłobek Elfiki na Białołęce;MAZOWIECKIE > Powiat Warszawa > Warszawa - Białołęka > Warszawa - Białołęka, dzielnica m. st. Warszawy ul.  Ruskowy Bród 23;elfiki.edu.pl;cmelfiki@gmail.com;697808220;48;48.0;;;;;22.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:30-17:30 ;TAK;CENTRUM MALUSZKA EWA KORZYBSKA;;5691603932.0;142837392.0;1192/P;http://zlobek.elfiki.edu.pl/;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Białołęka ;Warszawa - Białołęka, dzielnica m. st. Warszawy ul.  Ruskowy Bród 23;52.34487850000001;21.0569647
1849;Żłobek;ŻŁOBEK NUBO I ;ŁÓDZKIE > Powiat Łódź > Łódź-Górna > Łódź-Górna, delegatura ul. Walerego Wróblewskiego 8;www.nubo.edu.pl;sekretariat@nubo.edu.pl;511 313 218;45;0.0;1650.0 zł;;;;19.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ;NIE;Fundacja Międzynarodowy Instytut Rozwoju;ul.  Piotrkowska 276B lok. 2 90-361 Łódź-Górna, Łódź-Górna, delegatura;7292706092.0;101784383.0;18238/P;www.instytutrozwoju.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Górna ;Łódź-Górna, delegatura ul. Walerego Wróblewskiego 8;51.7443758;19.4550784
1850;Klub dziecięcy;Klub Dziecięcy nr 2 w Kamieniu;WIELKOPOLSKIE > Powiat kaliski > Ceków-Kolonia > Kamień, wieś Kamień, wieś 34a;www.cekow.pl;gopscekow@post.pl;62 763 14 75;32;9.0;1300.0 zł;;;;10.0 zł;Zniżka - mieszkaniec gminy: 60.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-16:00 ;TAK;Gmina Ceków-Kolonia; 51 62-834 Ceków, Ceków-Kolonia, wieś;9680861041.0;250855570.0;18389/P;www.cekow.pl;NIE;WIELKOPOLSKIE ;Powiat kaliski ;Ceków-Kolonia ;Kamień, wieś Kamień, wieś 34a;51.8195328;18.2365168
1851;Żłobek;"Specjalistyczny Żłobek Rehabilitacyjny ""Promyczek""";OPOLSKIE > Powiat opolski > Niemodlin > Niemodlin, miasto ul.  Reymonta 7;www.zlobek-promyczek.pl;info@reha-centrum.pl;883200334;53;30.0;1500.0 zł;;;;10.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;TAK;NZOZ Reha-Centrum Spółka z ograniczoną odpowiedzialnością;ul.  Reymonta 7 49-100 Niemodlin, Niemodlin, miasto;9910550765.0;525985529.0;18429/P;www.zlobek-promyczek.pl;NIE;OPOLSKIE ;Powiat opolski ;Niemodlin ;Niemodlin, miasto ul.  Reymonta 7;50.6389797;17.6299052
1852;Żłobek;ŻŁOBEK NIEPUBLICZNY ALPIDO;KUJAWSKO-POMORSKIE > Powiat wąbrzeski > Wąbrzeźno > Wąbrzeźno, miasto ul.  Wolności 16;www.alpido.eu;zlobekalpido@gmail.com;604238767;30;28.0;1200.0 zł;50.0 zł;;300.0 zł;;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;NIE;ALPIDO KIDS;ul.  Wolności 16 87-200 Wąbrzeźno, Wąbrzeźno, miasto;8781380992.0;341176663.0;11851/P;www.alpido.eu;NIE;KUJAWSKO-POMORSKIE ;Powiat wąbrzeski ;Wąbrzeźno ;Wąbrzeźno, miasto ul.  Wolności 16;53.2780974;18.9467301
1853;Żłobek;Miejski Żłobek Nr 3 ;PODLASKIE > Powiat Łomża > Łomża > Łomża, miasto ul. Hugona Kołłątaja 8;;dyrektor@przedszkole14.lomza.pl;862188552;25;25.0;400.0 zł;10.0 zł;;;10.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;TAK;Miasto Łomża;pl.  Stary Rynek 14 18-400 Łomża, Łomża, miasto;7182144919.0;450669921.0;1459/P;;NIE;PODLASKIE ;Powiat Łomża ;Łomża ;Łomża, miasto ul. Hugona Kołłątaja 8;53.1588619;22.0687036
1854;Żłobek;Żłobek Pierwsze Kroki Agnieszka Szczepańska;ŚLĄSKIE > Powiat Chorzów > Chorzów > Chorzów, miasto ul.  Boczna 12;www.zlobekpierwszekroki.pl;kontakt@zlobekpierwszekroki.pl;600310860;64;64.0;1560.0 zł;40.0 zł;;;17.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;TAK;Żłobek Pierwsze Kroki Agnieszka Szczepańska;;6272744806.0;363730591.0;2681/P;www.zlobekpierwszekroki.pl;NIE;ŚLĄSKIE ;Powiat Chorzów ;Chorzów ;Chorzów, miasto ul.  Boczna 12;50.2976684;18.9357828
1855;Żłobek;"Niepubliczny Żłobek Integracyjny ""Wesołe Krasnoludki""";MAŁOPOLSKIE > Powiat nowosądecki > Chełmiec > Biczyce Dolne, wieś Biczyce Dolne, wieś 262;skrzatek.eu;boguslawadar@interia.pl;602280814;30;30.0;1000.0 zł;;;;16.5 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-18:00 ;TAK;Re Bud Firma Usługowa Bogusława Darowska;;7371420378.0;120092696.0;7097/P;http://skrzatek.eu/;NIE;MAŁOPOLSKIE ;Powiat nowosądecki ;Chełmiec ;Biczyce Dolne, wieś Biczyce Dolne, wieś 262;49.6312294;20.6443899
1856;Żłobek;ELFIKI;DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Fabryczna > Wrocław-Fabryczna, delegatura ul.  Gubińska 15;www.zlobekelfiki.pl;gubinska@zlobekelfiki.pl;506414508;60;0.0;0.0 zł;0.0 zł;;;0.0 zł;;Godziny pracy: Poniedziałek 6:30-17:30 ;NIE;Żłobki Elfiki Warzywoda sp. k.;ul.  Bolesława Krzywoustego 287 51-310 WROCŁAW-PSIE POLE, Wrocław-Psie Pole, delegatura;8943092209.0;366171695.0;2282/P;zlobekelfiki.pl;NIE;DOLNOŚLĄSKIE ;Powiat Wrocław ;Wrocław-Fabryczna ;Wrocław-Fabryczna, delegatura ul.  Gubińska 15;51.1141883;16.9591754
1857;Żłobek;"Niepubliczny Żłobek ""Tusietuli""";MAZOWIECKIE > Powiat Warszawa > Warszawa - Ursus > Warszawa - Ursus, dzielnica m. st. Warszawy ul. Stanisława Wojciechowskiego 8;www.tusietuli.pl;tusietuli@gmail.com;506934503;21;20.0;1800.0 zł;;;;17.0 zł;Zniżka - Zniżki ustalane indywidualnie: 0.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ;NIE;TUSIETULI Sp. z o.o.;ul. Stanisława Wojciechowskiego 8 02-495 Warszawa - Ursus, Warszawa - Ursus, dzielnica m. st. Warszawy;5223152761.0;382757425.0;15496/P;www.tusietuli.pl;NIE;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Ursus ;Warszawa - Ursus, dzielnica m. st. Warszawy ul. Stanisława Wojciechowskiego 8;52.1962974;20.880814
1858;Żłobek;Prywatny Żłobek Bajkowa Kraina;WIELKOPOLSKIE > Powiat międzychodzki > Sieraków > Sieraków, miasto ul.  Plac Powstańców Wielkopolskich 4;bajkowakraina46.pl;bajkowakraina.sierakow@gmail.com;533603932;44;32.0;700.0 zł;;;;12.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;UNIPERFEKT - MONIKA KANDULSKA;;9720002724.0;363831961.0;82/P;bajkowakraina46.pl;NIE;WIELKOPOLSKIE ;Powiat międzychodzki ;Sieraków ;Sieraków, miasto ul.  Plac Powstańców Wielkopolskich 4;52.6508563;16.0805599
1859;Klub dziecięcy;Akademia Malucha;WIELKOPOLSKIE > Powiat Konin > Konin > Konin, miasto ul. Zofii Urbanowskiej 9;https://www.facebook.com/Akademia-Malucha-353209512510713;akademia.malucha@zdz.poznan.pl;571229307;25;0.0;2000.0 zł;;;;18.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;Zakład Doskonalenia Zawodowego;ul.  Metalowa 4 60-118 POZNAŃ-GRUNWALD, Poznań-Grunwald, delegatura;7770001720.0;512421.0;18449/P;http://www.zdz.com.pl/o-projekcie-14/;NIE;WIELKOPOLSKIE ;Powiat Konin ;Konin ;Konin, miasto ul. Zofii Urbanowskiej 9;52.2119598;18.2496413
1860;Żłobek;Niepubliczny Żłobek Baby College Active;MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze, delegatura ul.  Winnicka 40;babycollege.edu.pl;zlobek@babycollege.edu.pl;531151131;44;32.0;1600.0 zł;;;;17.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 15.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;Dominika Janas-Pach;;8672017867.0;120759700.0;1810/P;babycollege.edu.pl;NIE;MAŁOPOLSKIE ;Powiat Kraków ;Kraków-Podgórze ;Kraków-Podgórze, delegatura ul.  Winnicka 40;50.0219963;19.8679014
1861;Klub dziecięcy;"Klub Dziecięcy ""Maluszek""";LUBUSKIE > Powiat krośnieński > Dąbie > Szczawno, wieś ul.  Szkolna 3;www.dabie.pl;maluszek@dabie.pl;688 886 001;12;12.0;600.0 zł;20.0 zł;;;11.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;Gmina Dąbie;ul.  Szeroka 4 66-615 Dąbie, Dąbie, wieś;9261002942.0;970770221.0;18435/P;www.dabie.pl;NIE;LUBUSKIE ;Powiat krośnieński ;Dąbie ;Szczawno, wieś ul.  Szkolna 3;52.02319;15.2161161
1862;Żłobek;Żłobek Niepubliczny Norlandia;WARMIŃSKO-MAZURSKIE > Powiat Olsztyn > Olsztyn > Olsztyn, miasto ul.  Sielska 12D;www.sielska.norlandiaprzedszkola.pl;sekretariat@norlandia.pl;502 458 426;56;24.0;1300.0 zł;;;;16.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-18:00 ;NIE;NORLANDIA POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;ul.  Przasnyska 7 lok. 143 01-756 Warszawa - Żoliborz, Warszawa - Żoliborz, dzielnica m. st. Warszawy;7393887184.0;364989138.0;12524/P;www.norlandiaprzedszkola.pl;NIE;WARMIŃSKO-MAZURSKIE ;Powiat Olsztyn ;Olsztyn ;Olsztyn, miasto ul.  Sielska 12D;53.7684948;20.4304749
1863;Żłobek;Misie Tulisie Łęczna;LUBELSKIE > Powiat łęczyński > Łęczna > Łęczna, miasto ul. Wacława Jawoszka 3 lok. UA2;https://www.misietulisie.edu.pl;dyrektor.leczna@misietulisie.edu.pl;576941842;24;16.0;1200.0 zł;;;;13.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;NIE;POLSKIE TOWARZYSTWO EDUKACYJNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;al.  Aleje Jerozolimskie 89 lok. 43 02-001 Warszawa - Śródmieście, Warszawa - Śródmieście, dzielnica m. st. Warszawy;7011061730.0;520565432.0;15010/P;;NIE;LUBELSKIE ;Powiat łęczyński ;Łęczna ;Łęczna, miasto ul. Wacława Jawoszka 3 lok. UA2;51.2955484;22.8881894
1864;Klub dziecięcy;Małe Przedszkole Jaś i Małgosia;KUJAWSKO-POMORSKIE > Powiat aleksandrowski > Ciechocinek > Ciechocinek, miasto ul.  Widok 30;www.jasimalgosia-przedszkole.pl;jasimalgosia@autograf.pl;512950365;18;18.0;800.0 zł;;;;14.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:00 ;NIE;Antonina Głowacka Przedszkole Niepubliczne Jaś i Małgosia;;9561238726.0;360190243.0;13628/P;http://jasimalgosia-przedszkole.pl/zlobek/;NIE;KUJAWSKO-POMORSKIE ;Powiat aleksandrowski ;Ciechocinek ;Ciechocinek, miasto ul.  Widok 30;52.873906;18.7941125
1865;Klub dziecięcy;Klub Dziecięcy Nostri Bimbi;WIELKOPOLSKIE > Powiat Poznań > Poznań-Grunwald > Poznań-Grunwald, delegatura ul.  Piwoniowa 5;www.nostribimbi.pl;biuro@nostribimbi.pl;784315892;18;10.0;1200.0 zł;;;;20.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;NIE;Małgorzata Kapela Nostri Bimbi;ul.  Piwoniowa 5 60-175 Poznań-Grunwald, Poznań-Grunwald, delegatura;7841629496.0;300140677.0;18469/P;www.nostribimbi.pl;NIE;WIELKOPOLSKIE ;Powiat Poznań ;Poznań-Grunwald ;Poznań-Grunwald, delegatura ul.  Piwoniowa 5;52.3791088;16.826085
1866;Żłobek;"""Żłobek Jarzębinki""";DOLNOŚLĄSKIE > Powiat głogowski > Głogów > Głogów, miasto ul.  Gwiaździsta 16;;celinab@wp.pl;509451264;25;11.0;350.0 zł;;;150.0 zł;;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;TAK;Lucyna Maślanka;;6922234672.0;386824680.0;18451/P;;NIE;DOLNOŚLĄSKIE ;Powiat głogowski ;Głogów ;Głogów, miasto ul.  Gwiaździsta 16;51.651489;16.0690582
1867;Klub dziecięcy;Klub Dziecięcy Pierwsze Kroki w Kazimierzu Dolnym;LUBELSKIE > Powiat puławski > Kazimierz Dolny > Kazimierz Dolny, miasto ul.  Szkolna 1;www.biuroprojektow.pulawy.pl;kasia.majkutewicz@wp.pl;608344020;25;13.0;1200.0 zł;;;;15.0 zł;Zniżka - DOFINANSOWANIE ZE ŚRODKÓW EFS: 82.0% ;Godziny pracy: Poniedziałek 06:00-16:00 Wtorek 06:00-16:00 Środa 06:00-16:00 Czwartek 06:00-16:00 Piątek 06:00-16:00 ;TAK;"Dariusz Osiak ""Biuro Przygotowywania Projektów i Zarządzania Funduszami UE""";;7161714139.0;60366591.0;16090/P;www.biuroprojektow.pulawy.pl;NIE;LUBELSKIE ;Powiat puławski ;Kazimierz Dolny ;Kazimierz Dolny, miasto ul.  Szkolna 1;51.3203435;21.9548974
1868;Żłobek;"Żłobek ""Zdobywcy Świata""";MAZOWIECKIE > Powiat legionowski > Jabłonna > Jabłonna, wieś inne  Aleja Kardynała Stefana Wyszyńskiego 22;www.zdobywcyswiata.edu.pl;info@zdobywcyswiata.edu.pl;530570370;26;16.0;1700.0 zł;30.0 zł;;;16.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-18:00 ;TAK;Aleksandra Pawełczyk;;5242620594.0;146111054.0;18471/P;www.zdobywcyswiata.edu.pl;NIE;MAZOWIECKIE ;Powiat legionowski ;Jabłonna ;Jabłonna, wieś inne  Aleja Kardynała Stefana Wyszyńskiego 22;52.366542;20.9359263
1869;Żłobek;Żłobek Niepubliczny Stokrotka;WIELKOPOLSKIE > Powiat Kalisz > Kalisz > Kalisz, miasto ul.  Korczak 17;;beata.paczesna@wp.pl;722304600;30;30.0;940.0 zł;;;160.0 zł;;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;NIE;Beata Paczesna;ul.  Korczak 17 62-800 Kalisz, Kalisz, miasto;6181119190.0;362306336.0;3323/P;;NIE;WIELKOPOLSKIE ;Powiat Kalisz ;Kalisz ;Kalisz, miasto ul.  Korczak 17;51.7606994;18.0632263
1870;Żłobek;Niepubliczny Żłobek Fair Play Barnehage;MAŁOPOLSKIE > Powiat wielicki > Wieliczka > Czarnochowice, wieś Czarnochowice, wieś 529 lok. 1;https://przedszkolefairplay.info.pl/wieliczka-czarnochowice/;szopa.piotrek@gmail.com;734426719;64;40.0;1690.0 zł;;;;22.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:00 ;TAK;Barnehage s.c.; 191 32-020 Wieliczka, Śledziejowice, wieś;6832109012.0;385832825.0;18475/P;https://przedszkolefairplay.info.pl/wieliczka-czarnochowice/;NIE;MAŁOPOLSKIE ;Powiat wielicki ;Wieliczka ;Czarnochowice, wieś Czarnochowice, wieś 529 lok. 1;50.0051409;20.0682184
1871;Żłobek;Żłobek Miejski Nr 2 w Gnieźnie;WIELKOPOLSKIE > Powiat gnieźnieński > Gniezno > Gniezno, miasto ul.  Pocztowa 11;;dyrektor.zlobek2@gmail.com;61 221 65 21;75;75.0;350.0 zł;;;;8.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 5:30-16:30 ;TAK;Miasto Gniezno;Lecha 6 62-200 Gniezno;7842501367.0;631257845.0;571/P;www.gniezno.eu;NIE;WIELKOPOLSKIE ;Powiat gnieźnieński ;Gniezno ;Gniezno, miasto ul.  Pocztowa 11;52.5324055;17.6081842
1872;Żłobek;Żłobek Szczęśliwych Maluchów Anna Głogowska-Maj;LUBELSKIE > Powiat Lublin > Lublin > Lublin, miasto ul.  Berylowa 9A;www.szczesliwymaluch.pl;szczesliwymaluch@op.pl;506729261;95;88.0;1475.0 zł;;;12.0 zł;;Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;Anna Głogowska-Maj Żłobek Szczęśliwych Maluchów;;7123002112.0;60550538.0;2352/P;www.szczesliwymaluch.pl;NIE;LUBELSKIE ;Powiat Lublin ;Lublin ;Lublin, miasto ul.  Berylowa 9A;51.2226011;22.4916587
1873;Żłobek;Niepubliczny Żłobek Akademia Malucha ;MAŁOPOLSKIE > Powiat myślenicki > Tokarnia > Skomielna Czarna, wieś Skomielna Czarna, wieś 415;;akademiadziecka2014@gmail.com;727605577;50;12.0;545.0 zł;;;;16.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;Aneta Tempka;;7352704784.0;123195126.0;13729/P;;NIE;MAŁOPOLSKIE ;Powiat myślenicki ;Tokarnia ;Skomielna Czarna, wieś Skomielna Czarna, wieś 415;49.726916;19.8360228
1874;Żłobek;Niepubliczny Żłobek Pierwsze Kroczki;MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze, delegatura ul. Anny Szwed-Śniadowskiej 41 lok. lu3;www.zlobekpierwszekroczki.pl;zlobek.pierwszekroczki.kliny@gmail.com;668437820;35;34.0;1650.0 zł;30.0 zł;;;16.5 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ;NIE;Centrum Twórczej Edukacji  Marta Młynarczyk, Renata Hajduga-Małysa s.c.;ul.  Huculska 4b lok. 18 30-413 Kraków-Podgórze, Kraków-Podgórze, delegatura;6793151138.0;367420686.0;2048/P;www.zlobekpierwszekroczki.pl;NIE;MAŁOPOLSKIE ;Powiat Kraków ;Kraków-Podgórze ;Kraków-Podgórze, delegatura ul. Anny Szwed-Śniadowskiej 41 lok. lu3;49.9965062;19.9006343
1875;Żłobek;Żłobek Miejski nr 3 w Będzinie;ŚLĄSKIE > Powiat będziński > Będzin > Będzin, miasto ul.  Sportowa 1;www.zm3.bedzin.pl;zm3@zm3.bedzin.pl ;327758444;78;78.0;300.0 zł;20.0 zł;;;8.0 zł;Zniżka - za pobyt drugiego i kolejnego dziecka w żłobku oraz za dziecko, którego rodzice pobierają zasiłek rodzinny, opłata wynosi 100 zł : 0.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ;NIE;Gmina Będzin;11 Listopada 20 42-500 Będzin;6252430128.0;276257446.0;602/P;www.bedzin.pl;NIE;ŚLĄSKIE ;Powiat będziński ;Będzin ;Będzin, miasto ul.  Sportowa 1;50.3241537;19.1252318
