id;institutionType;name;localization;voivodeship;county;city;address;latitude;longitude;website;email;phone;capacity;kidsEnrolled;basicPricePerMonth;extendedStayOver10H;basicPricePerHour;foodPricePerMonth;foodPricePerDay;discounts;openingHours;isAdaptedToDisabledChildren;operatingEntityName;operatingEntityAddress;operatingEntityNIP;operatingEntityREGON;operatingEntityRegNoPosition;operatingEntityWebsite;businessActivitySuspended
1055;Żłobek;Pozytywny żłobek nr 2 w Gdańsku;POMORSKIE > Powiat Gdańsk > Gdańsk > Gdańsk ul. Świętokrzyska 23;POMORSKIE ;Powiat Gdańsk ;Gdańsk ;Gdańsk ul. Świętokrzyska 23;54.322094;18.6023455;https://pozytywneinicjatywy.pl/;b.stanczuk@pozytywninicjatywy.pl;735207822;25;25;1200.0 zł;50.0 zł;;;18.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;TAK;Fundacja Pozytywne Inicjatywy;ul.  Przebendowskiego 12 84-100 Puck, Puck, miasto;5871698532;221581359;2274/P;www.pozytywneinicjatywy.pl;NIE
1056;Żłobek;Niepubliczny Żłobek Zaczarowany Ołówek Katarzyna Mitak;ŚLĄSKIE > Powiat Zabrze > Zabrze > Zabrze ul. gen. Władysława Sikorskiego 29;ŚLĄSKIE ;Powiat Zabrze ;Zabrze ;Zabrze ul. gen. Władysława Sikorskiego 29;50.2816246;18.8217896;;zaczarowanyolowekrsl@gmail.com;724295055;15;14;1050.0 zł;30.0 zł;;;16.0 zł;;Godziny pracy: Poniedziałek 06:00-16:00 Wtorek 06:00-16:00 Środa 06:00-16:00 Czwartek 06:00-16:00 Piątek 06:00-16:00 ;NIE;Niepubliczny Żłobek  Zaczarowany Ołówek  Katarzyna Mitak;;6272665662;363889446;2464/P;https://www.facebook.com/zlobekzaczarowanyolowek/;NIE
1057;Żłobek;Żłobek AMIsiowa Kraina Dziecka;ŁÓDZKIE > Powiat zduńskowolski > Zduńska Wola > Zduńska Wola ul. ks. prof. Józefa Tischnera 45;ŁÓDZKIE ;Powiat zduńskowolski ;Zduńska Wola ;Zduńska Wola ul. ks. prof. Józefa Tischnera 45;51.5990328;18.9393251;zlobek.ami.org.pl;akd.zdwola@ami.org.pl;517058248;29;23;1300.0 zł;;;;18.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;TAK;Fundacja Pomocy Osobom Niepełnosprawnym AMI;ul.  Getta Żydowskiego 34 98-220 Zduńska Wola, Zduńska Wola, miasto;8291658262;100127306;13584/P;ami.org.pl;NIE
1058;Żłobek;"Żłobek ""Calineczka""";PODLASKIE > Powiat Białystok > Białystok > Białystok ul. Słonimska 24 lok. U3;PODLASKIE ;Powiat Białystok ;Białystok ;Białystok ul. Słonimska 24 lok. U3;53.135143;23.178965;www.wesoledinusie.pl;kontakt@wesoledinusie.pl;600140533;38;38;1450.0 zł;;;;15.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-16:45 ;TAK;Lucky Star Ewa Bałtyk;;9661654855;200272057;2263/P;www.wesoledinusie.pl;NIE
1059;Żłobek;Marchewka Żłobek Językowy Tomasz Szoka;PODLASKIE > Powiat Białystok > Białystok > Białystok ul. Łąkowa 1 lok. 6 i 7;PODLASKIE ;Powiat Białystok ;Białystok ;Białystok ul. Łąkowa 1 lok. 6 i 7;53.1414117;23.1771517;;marchewkabialystok@gmail.com;661443015;42;20;1400.0 zł;;;;14.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;NIE;"MARCHEWKA Żłobek Językowy Tomasz Szoka; KLUB DZIECIĘCY MARCHEWKA";;5451674134;200265471;2619/P;www.marchewkabialystok@gmail.com;NIE
1060;Klub dziecięcy;Niepubliczny Klub Dziecięcy Bajkowa Akademia Bobasa;PODKARPACKIE > Powiat dębicki > Dębica > Dębica ul. Ratuszowa 9;PODKARPACKIE ;Powiat dębicki ;Dębica ;Dębica ul. Ratuszowa 9;50.0598744;21.4105482;;agatazmuda@weldonkids.pl;697770692;30;15;950.0 zł;;;;12.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% Zniżka - dzieci pracowników Firmy Weldon Sp. z o.o. oraz firmy Centrum IQ Sp. z o.o: 90.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ;TAK;Centrum IQ Sp. z o.o.;ul.  Ratuszowa 9 39-200 Dębica, Dębica, miasto;8722425374;384211452;15611/P;;NIE
1061;Żłobek;Żłobek Cukierkowo;MAZOWIECKIE > Powiat Warszawa > Warszawa - Ursynów > Warszawa - Ursynów, dzielnica m. st. Warszawy ul.  Klubowa 7;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Ursynów ;Warszawa - Ursynów, dzielnica m. st. Warszawy ul.  Klubowa 7;52.1249759;21.0146501;;biuro@cukierkowo.waw.pl;601340904;47;;1400.0 zł;;;;15.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:30-17:30 ;TAK;FUNDACJA CUKIERKOWO FUNDACJA DLA DZIECI I MŁODZIEŻY Z CUKRZYCĄ;ul.  Klubowa 7 02-847 Warszawa - Ursynów, Warszawa - Ursynów, dzielnica m. st. Warszawy;5213641843;146464835;15612/P;cukierkowo.waw.pl;NIE
1062;Klub dziecięcy;"Klub Malucha ""Mały Odkrywca"" ";WIELKOPOLSKIE > Powiat chodzieski > Budzyń > Budzyń, miasto ul.  Rogozińska 60;WIELKOPOLSKIE ;Powiat chodzieski ;Budzyń ;Budzyń, miasto ul.  Rogozińska 60;52.8815938;16.9819469;brak;leszek_sylwia@op.pl;603419784;30;9;700.0 zł;;;;12.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 17.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-16:00 ;TAK;"Niepubliczne Przedszkole ""Mały Odkrywca"" Sylwia Głowacka";ul.  Rogozińska 60 64-840 Budzyń, Budzyń, miasto;7661254563;570850671;15614/P;;NIE
1063;Żłobek;Niepubliczny Dwujęzyczny Żłobek KIDS&Co.;ŁÓDZKIE > Powiat Łódź > Łódź-Widzew > Łódź-Widzew al. marsz. Józefa Piłsudskiego 87 lok. bud B;ŁÓDZKIE ;Powiat Łódź ;Łódź-Widzew ;Łódź-Widzew al. marsz. Józefa Piłsudskiego 87 lok. bud B;51.7608189;19.4868924;www.kids-co.pl;dagmara.czapinska@kids-co.pl;577777986;63;60;1950.0 zł;;;550.0 zł;;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ;NIE;Centrum Rozwoju Dziecka Sp. z o.o.;ul.  Chłodna 51 00-867 Warszawa - Wola, Warszawa - Wola, dzielnica m. st. Warszawy;5252515491;142984383;499/P;www.kids-co.pl;NIE
1064;Klub dziecięcy;"Klub Dziecięcy ""Maleństwa"" w Krośnie Odrzańskim";LUBUSKIE > Powiat krośnieński > Krosno Odrzańskie > Krosno Odrzańskie ul. Srebrna Góra 2;LUBUSKIE ;Powiat krośnieński ;Krosno Odrzańskie ;Krosno Odrzańskie ul. Srebrna Góra 2;52.0532596;15.0957305;;klubmalenstwa@krosnoodrzanskie.pl;683835179;24;24;600.0 zł;60.0 zł;;;12.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:00 ;TAK;Gmina Krosno Odrzańskie;ul.  Parkowa 1 66-600 Krosno Odrzańskie, Krosno Odrzańskie, miasto;9261000601;970770267;17269/P;www.krosnoodrzanskie.pl;NIE
1065;Żłobek;"Niepubliczny Żłobek ""Sarenka""";WIELKOPOLSKIE > Powiat poznański > Tarnowo Podgórne > Lusowo ul. Wierzbowa 43;WIELKOPOLSKIE ;Powiat poznański ;Tarnowo Podgórne ;Lusowo ul. Wierzbowa 43;52.4431276;16.6902048;www.sarenka-lusowo.pl;biuro@sarenka-lusowo.pl;608 408 044;20;14;1900.0 zł;;;;17.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-16:30 ;NIE;Zofia Kolwicz;;7632027971;381933096;15618/P;www.sarenka-lusowo.pl;NIE
1066;Klub dziecięcy;Klub Malucha;POMORSKIE > Powiat malborski > Nowy Staw > Nowy Staw ul. Gdańska 43B;POMORSKIE ;Powiat malborski ;Nowy Staw ;Nowy Staw ul. Gdańska 43B;54.1361021;19.0045289;www.klubmaluchanowystaw.pl;klubmaluchanowystaw@gmail.com;552715240;21;16;800.0 zł;;;;9.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ;TAK;Gmina Nowy Staw;ul. gen. Józefa Bema 1 82-230 Nowy Staw, Nowy Staw, miasto;5792046781;170747922;15616/P;www.nowystaw.pl;NIE
1067;Klub dziecięcy;Klub Dziecięcy w Pinczynie;POMORSKIE > Powiat starogardzki > Zblewo > Pinczyn ul. Gajowa 7;POMORSKIE ;Powiat starogardzki ;Zblewo ;Pinczyn ul. Gajowa 7;53.9631793;18.3454564;;pinczynklubik@gmail.com;661165234;30;29;300.0 zł;;;;9.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;GMINA ZBLEWO;ul. Główna 40 83-210 Zblewo;5921202586;191675729;15619/P;www.zblewo.pl;NIE
1068;Żłobek;Żłobek nr 67;MAZOWIECKIE > Powiat Warszawa > Warszawa - Wesoła > Wesoła ul. Antoniego Pankracego Łaguny 1;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Wesoła ;Wesoła ul. Antoniego Pankracego Łaguny 1;52.2452809;21.191135;www.zlobki.waw.pl;zlobek67@zlobki.waw.pl;723 247 676;79;85;0.0 zł;;;;13.75 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;NIE;m.st. Warszawa;pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481;15259640;26702/P;um.warszawa.pl;NIE
1069;Żłobek;Żłobek Niepubliczny Norlandia;MAZOWIECKIE > Powiat Warszawa > Warszawa - Ursus > Warszawa - Ursus, dzielnica m. st. Warszawy ul. Edwarda Habicha 20 lok. U7/U8;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Ursus ;Warszawa - Ursus, dzielnica m. st. Warszawy ul. Edwarda Habicha 20 lok. U7/U8;52.2055235;20.8803189;http://ursus.norlandiaprzedszkola.pl/;sylwia.brzezinska@norlandia.com;502458195;62;32;1900.0 zł;;;;20.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:00 ;NIE;NORLANDIA POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;ul.  Przasnyska 7 lok. 143 01-756 Warszawa - Żoliborz, Warszawa - Żoliborz, dzielnica m. st. Warszawy;7393887184;364989138;12524/P;www.norlandiaprzedszkola.pl;NIE
1070;Żłobek;"Niepubliczny żłobek ""Nasze skarby""";DOLNOŚLĄSKIE > Powiat Legnica > Legnica > Legnica ul. Złotoryjska 136A;DOLNOŚLĄSKIE ;Powiat Legnica ;Legnica ;Legnica ul. Złotoryjska 136A;51.2001407;16.1470089;;malgorzata.chodyga@gmail.com;696016625;9;9;700.0 zł;;;;8.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ;NIE;"Niepubliczny Żłobek ""Nasze skarby"" Małgorzata Chodyga";;6911190899;;15623/P;;NIE
1071;Żłobek;Żłobek Publiczny w Miliczu;DOLNOŚLĄSKIE > Powiat milicki > Milicz > Milicz ul. Grunwaldzka 1;DOLNOŚLĄSKIE ;Powiat milicki ;Milicz ;Milicz ul. Grunwaldzka 1;51.5247664;17.2739928;;zlobek@milicz.pl;797993972;48;47;400.0 zł;;;;13.0 zł;;Godziny pracy: ;TAK;Gmina Milicz;ul.  Trzebnicka 2 56-300 Milicz, Milicz, miasto;9161306571;931934710;15493/P;www.milicz.pl;NIE
1072;Żłobek;"Żłobek ""Motylek""";KUJAWSKO-POMORSKIE > Powiat tucholski > Gostycyn > Gostycyn ul. Sępoleńska 12C;KUJAWSKO-POMORSKIE ;Powiat tucholski ;Gostycyn ;Gostycyn ul. Sępoleńska 12C;53.4892048;17.805788;www.zlobekmotylekgostycyn.pl;dyrektor@zlobekmotylekgostycyn.pl;515530970;41;31;650.0 zł;;;;10.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 39.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;Gmina Gostycyn;ul. Bydgoska 8 89-520 Gostycyn;5611494399;92351110;3306/P;www.gostycyn.pl;NIE
1073;Klub dziecięcy;Klub Dziecięcy Tuptusiowo;MAŁOPOLSKIE > Powiat wadowicki > Andrychów > Andrychów ul. Podgórska 7b;MAŁOPOLSKIE ;Powiat wadowicki ;Andrychów ;Andrychów ul. Podgórska 7b;49.842312;19.360134;www.tuptusiowo-klubdzieciecy.pl;dominikakilian@gmail.com;663581613;27;27;1250.0 zł;;;;15.0 zł;Zniżka - Samotne wychowanie dziecka: 10.0% Zniżka - Zniżka rodzinna na drugie dziecko: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:45-16:15 ;NIE;Dominika Kilian  Klub Dziecięcy Tuptusiowo;;5512518317;383262950;15626/P;www.tuptusiowo-klubdzieciecy.pl;NIE
1074;Żłobek;Żłobek Samorządowy w Modlniczce;MAŁOPOLSKIE > Powiat krakowski > Wielka Wieś > Modlniczka ul. św. Faustyny 5;MAŁOPOLSKIE ;Powiat krakowski ;Wielka Wieś ;Modlniczka ul. św. Faustyny 5;50.1193409;19.8557838;www.zlobekmodlniczka.pl;zlobek@wielka-wies.pl;12 376 42 16;32;32;698.0 zł;20.0 zł;;;11.0 zł;Zniżka - trudna sytuacja losowa rodziny: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;Gmina Wielka Wieś;pl.  Plac Wspólnoty 1 32-085 Szyce, Szyce, wieś;5130066230;351555476;15627/P;www.wielkawies.pl;NIE
1075;Klub dziecięcy;Klub Malucha Szyszkowa Polana;DOLNOŚLĄSKIE > Powiat lubański > Leśna > Szyszkowa Szyszkowa 64;DOLNOŚLĄSKIE ;Powiat lubański ;Leśna ;Szyszkowa Szyszkowa 64;51.0518519;15.268979;;przedszkole@szyszkowapolana.pl;606494216;9;6;500.0 zł;;;;12.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:30-15:30 ;NIE;Fundacja Na Dobrą Sprawę; 64 59-820 Leśna, Szyszkowa, wieś;6131581644;382426869;15628/P;www.szyszkowapolana.pl;NIE
1076;Żłobek;Samorządowy Żłobek w Sędziszowej;MAŁOPOLSKIE > Powiat gorlicki > Bobowa > Sędziszowa, wieś Sędziszowa, wieś 54;MAŁOPOLSKIE ;Powiat gorlicki ;Bobowa ;Sędziszowa, wieś Sędziszowa, wieś 54;49.7399736;20.9732206;zlobek.bobowa.pl;zlobeksedziszowa@gmail.com;666 630 795;40;40;400.0 zł;10.0 zł;;;11.5 zł;;Godziny pracy: ;TAK;Gmina Bobowa;ul.  Rynek 21 38-350 Bobowa, Bobowa, miasto;7382129965;491892050;15495/P;www.bobowa.pl;NIE
1077;Żłobek;Niepubliczny Żłobek Aniołek;POMORSKIE > Powiat starogardzki > Starogard Gdański > Starogard Gdański ul. Powstańców Warszawskich 12;POMORSKIE ;Powiat starogardzki ;Starogard Gdański ;Starogard Gdański ul. Powstańców Warszawskich 12;53.9587035;18.5085733;www.aniolek-starogard.pl;kontakt@aniolek-starogard.pl;690380615;31;26;785.0 zł;;;;10.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ;NIE;"Niepubliczne Przedszkole i Żłobek "" ANIOŁEK"" Sp. z o.o.";ul.  Kościerska 7 83-250 Skarszewy, Skarszewy, miasto;5922260580;221846415;2982/P;www.aniolek-skarszewy.pl;NIE
1078;Żłobek;"Żłobek ""Elementarz Przyjazny Rodzinie""";OPOLSKIE > Powiat namysłowski > Namysłów > Namysłów ul. Braterska 7;OPOLSKIE ;Powiat namysłowski ;Namysłów ;Namysłów ul. Braterska 7;51.085299;17.7117479;www.epr.edu.pl;zlobek.namyslow@epr.edu.pl;573443699;100;96;1100.0 zł;;;;14.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% Zniżka - zniżka pracownicza: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;TAK;"Fundacja Ekologiczna Wychowanie i Sztuka ""Elementarz""";ul.  Studencka 18 40-743 Katowice, Katowice, miasto;6341960885;271231695;2289/P;www.elementarz.edu.pl;NIE
1079;Żłobek;Niepubliczny Żłobek Niebieski Słonik;DOLNOŚLĄSKIE > Powiat średzki > Miękinia > Wróblowice, wieś ul.  Stefana Batorego 12;DOLNOŚLĄSKIE ;Powiat średzki ;Miękinia ;Wróblowice, wieś ul.  Stefana Batorego 12;51.1399795;16.7956821;;iwonapuszkar@op.pl;793390854;79;52;1150.0 zł;10.0 zł;;;15.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ;TAK;Niepubliczny Żłobek Niebieski Słonik Iwona Puszkar;ul.  Stefana Batorego 12 55-330 Miękinia, Wróblowice, wieś;8861303723;21066994;15629/P;;NIE
1080;Żłobek;Żłobek Zielony Zakątek;ŁÓDZKIE > Powiat piotrkowski > Sulejów > Poniatów ul. Jesionowa 10a;ŁÓDZKIE ;Powiat piotrkowski ;Sulejów ;Poniatów ul. Jesionowa 10a;51.3968891;19.7677664;przedszkole-zielonyzakatek.com.pl;czarnuchafinanse@wp.pl;501383717;31;2;350.0 zł;;;;12.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;Firma Handlowo-Usługowa Marianna Czarnucha;;7711603860;590464538;1855/P;www.przedszkole-zielonyzakatek.pl;NIE
1081;Żłobek;Publiczny Żłobek nr 1 w Krokowej;POMORSKIE > Powiat pucki > Krokowa > Krokowa ul. Szkolna 6;POMORSKIE ;Powiat pucki ;Krokowa ;Krokowa ul. Szkolna 6;54.78489339999999;18.198746;www.facebook.com;zlobki.krokowa@interia.pl;607606704, 662923721;36;36;432.0 zł;;;;9.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 7:00-17:00 ;TAK;Gmina Krokowa;ul. Żarnowiecka 29 84-110 Krokowa;5871582054;191675528;3432/P;www.krokowa.pl;NIE
1082;Żłobek;"Żłobek ""Elementarz Przyjazny Rodzinie""";ŚLĄSKIE > Powiat Katowice > Katowice > Katowice ul. Studencka 20;ŚLĄSKIE ;Powiat Katowice ;Katowice ;Katowice ul. Studencka 20;50.21616119999999;18.960366;www.zlobekelementarz.pl;dyrektor@zlobekelementarz.pl;322535074;60;60;1300.0 zł;25.0 zł;;;18.0 zł;"Zniżka - Rodzeństwo uczęszczające do instytucji: 15.0% Zniżka - Pracownicy placówek ""Elementarz"": 25.0% ";Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-18:00 ;TAK;Żłobek Muzyczny Elementarz Sp.z o.o.;ul.  Studencka 18 40-743 Katowice, Katowice, miasto;6342963288;383674693;15497/P;www.muzyczna.pl;NIE
1083;Klub dziecięcy;Klub Dziecięcy nr 2 w Skwierzynie w Zespole Klubów Dziecięcych w Skwierzynie;LUBUSKIE > Powiat międzyrzecki > Skwierzyna > Skwierzyna ul. Mickiewicza 26;LUBUSKIE ;Powiat międzyrzecki ;Skwierzyna ;Skwierzyna ul. Mickiewicza 26;52.5938951;15.5022765;klubikskwierzyna.pl;klubdzieciecy@skwierzyna.pl;669090499;24;24;636.0 zł;;;;12.0 zł;Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:00 ;TAK;Gmina Skwierzyna;Rynek 1 66-440 Skwierzyna;5960007647;210966929;266/P;www.skwierzyna.pl;NIE
1084;Klub dziecięcy;Klub Dziecięcy w Lubszy;OPOLSKIE > Powiat brzeski > Lubsza > Lubsza ul. Kukurydziana 1B;OPOLSKIE ;Powiat brzeski ;Lubsza ;Lubsza ul. Kukurydziana 1B;50.915091;17.5174188;;ksiegowa@teczowyzakatek-lubsza.pl;774046024;30;24;520.0 zł;20.0 zł;;;9.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;Gmina Lubsza;ul.  Brzeska 16 49-313 Lubsza, Lubsza, wieś;7471406277;531412786;14746/P;www.lubsza.ug.gov.pl;NIE
1085;Żłobek;"Niepubliczny Żłobek ""Guziczek""";PODKARPACKIE > Powiat jasielski > Jasło > Jasło ul. Lwowska 49d lok. 12;PODKARPACKIE ;Powiat jasielski ;Jasło ;Jasło ul. Lwowska 49d lok. 12;49.7546989;21.487084;www.zlobek-jaslo.pl;kontakt@zlobek-guziczek.pl;662828983;21;21;900.0 zł;;;;14.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;NIE;PG Piotr Guzik;;6842370516;181141970;15630/P;;NIE
1086;Klub dziecięcy;Klub malucha Jeżyki;ŚLĄSKIE > Powiat żywiecki > Ślemień > Las, wieś ul.  Zakopiańska 59;ŚLĄSKIE ;Powiat żywiecki ;Ślemień ;Las, wieś ul.  Zakopiańska 59;49.7360561;19.4199037;https://klubjezyki.edu.pl;klubjezyki@gmail.com;576903265;24;17;1020.0 zł;30.0 zł;;;13.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% Zniżka - Pobyt dziecka do 7 godzin dziennie: 15.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;PROANG Agata Sandok-Witkowicz;;5532356243;243045939;15635/P;;NIE
1087;Żłobek;Ulubiony żłobek;ŚLĄSKIE > Powiat Katowice > Katowice > Katowice pl. Bolesława Chrobrego 29;ŚLĄSKIE ;Powiat Katowice ;Katowice ;Katowice pl. Bolesława Chrobrego 29;50.28054520000001;18.9729656;;ulubiony.zlobek@gmail.com;503329334;42;35;1150.0 zł;;;;14.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;NIE;UL DLA PSZCZÓŁ S.C.;ul. ks. Pawła Pośpiecha 20 41-800 Zabrze, Zabrze, miasto;6412537439;364890836;11343/P;www.ulubionyzlobek.pl;NIE
1088;Żłobek;"Żłobek Gminny ""Tęczowa Kraina""";ZACHODNIOPOMORSKIE > Powiat koszaliński > Świeszyno > Konikowo Konikowo 47D;ZACHODNIOPOMORSKIE ;Powiat koszaliński ;Świeszyno ;Konikowo Konikowo 47D;54.1520384;16.1791602;zlobekkonikowo.edu.pl;kontakt@zlobekkonikowo.edu.pl;48511171573;60;56;540.0 zł;;;;12.38 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;GMINA ŚWIESZYNO; 71 76-024 Świeszyno, Świeszyno, wieś;4990521087;330920707;15639/P;swieszyno.pl;NIE
1089;Żłobek;"Żłobek ""Baśniowa Kraina"" w Kępicach";POMORSKIE > Powiat słupski > Kępice > Kępice, miasto pl.  Plac Wolności 21;POMORSKIE ;Powiat słupski ;Kępice ;Kępice, miasto pl.  Plac Wolności 21;54.24624439999999;16.8856856;;agnieszka.kaczkowska@onet.pl;695998984;15;15;578.0 zł;;;;14.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;NIE;Firma Usługowo-Handlowa Agnieszka Kaczkowska;;8392554989;384150905;15642/P;;NIE
1090;Żłobek;Żłobek w Tworkowie;ŚLĄSKIE > Powiat raciborski > Krzyżanowice > Tworków ul. Polna 3;ŚLĄSKIE ;Powiat raciborski ;Krzyżanowice ;Tworków ul. Polna 3;50.0095855;18.2391606;http://przedszkoletworkow.pl/;kontakt@przedszkoletworkow.pl;607849537;10;10;700.0 zł;25.0 zł;;;12.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;NIE;Gmina Krzyżanowice;ul. Główna 5 47-450 Krzyżanowice;6391986361;276258440;15643/P;https://www.krzyzanowice.pl/site/start.html;NIE
1091;Żłobek;Niepubliczny Żłobek Tęczowa Dolina;OPOLSKIE > Powiat kluczborski > Kluczbork > Kluczbork ul. Młyńska 2A;OPOLSKIE ;Powiat kluczborski ;Kluczbork ;Kluczbork ul. Młyńska 2A;50.9732073;18.1953524;;npp.teczowadolina@wp.pl;796682915;17;17;800.0 zł;;;;14.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ;TAK;Wilczek Monika Wilczek-Wolnicka;;5761566433;161498104;15499/P;;NIE
1092;Klub dziecięcy;"Niepubliczny Klub Dziecięcy ""Miś i Margolcia""";KUJAWSKO-POMORSKIE > Powiat chełmiński > Unisław > Unisław, wieś ul.  Lipowa 31 lok. a;KUJAWSKO-POMORSKIE ;Powiat chełmiński ;Unisław ;Unisław, wieś ul.  Lipowa 31 lok. a;53.210427;18.3853;;klubik-unislaw@wp.pl;505189145;24;13;300.0 zł;;;;10.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;TAK;"Stowarzyszenie ""Na Rzecz Rozwoju Gminy Unisław""";ul.  Parkowa 22 86-260 Unisław, Unisław, wieś;8751555613;341514829;15644/P;;NIE
1093;Klub dziecięcy;Klub Dziecięcy Domisiowo;ŚWIĘTOKRZYSKIE > Powiat Kielce > Kielce > Kielce ul. Pomorska 152;ŚWIĘTOKRZYSKIE ;Powiat Kielce ;Kielce ;Kielce ul. Pomorska 152;50.8669139;20.6584149;http://domisiowokielce.pl;kowalska.renata@o2.pl;502 608 980;22;13;800.0 zł;;;;11.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;NIE;Domisiowo Renata Kowalska;;6561350982;260658650;15663/P;http://domisiowokielce.pl/;NIE
