Typ instytucji;Nazwa;Lokalizacja instytucji;Adress WWW żłobka/klubu;E-mail żłobka/klubu;Telefon żłobka/klubu;Liczba miejsc;Liczba dzieci zapisanych;Opłata miesięczna - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);stawka za pobyt dziecka przekraczający 10 godzin dziennie - opłata godzinowa;Opłata godzinowa - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);Opłata za wyżywienie - miesięczna;Opłata za wyżywienie - dzienna;Zniżki;Godziny otwarcia;Czy żłobek/klub jest dostosowany do potrzeb dzieci niepełnosprawnych lub wymagających szczególnej opieki?;Podmiot prowadzący - nazwa;Podmiot prowadzacy - adres;Podmiot prowadzący - NIP;Podmiot prowadzący - REGON;Podmiot prowadzący - numery pozycji rejestru;Adres WWW podmiotu prowadzącego żłobek/klub;Czy podmiot prowadzący zawiesił działalność gospodarczą?
"Żłobek";"Kolorowe Kredki";"MAZOWIECKIE > Powiat piaseczyński > Piaseczno > Piaseczno ul. Orężna 3B";"www.kolorowekredki.edu.pl";"przedszkole@kolorowekredki.edu.pl";"690298598";"40";"22";"1650.0 zł";;;"250.0 zł";;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-18:00 ";"TAK";"MLCONCEPT Malwina Lipińska Niepubliczne Przedszkole i Żłobek Kolorowe Kredki";;"1231200716";"362902110";"14924/P";"kolorowekrdeki.edu.pl";"NIE"
"Żłobek";"Żłobek artystyczno-Językowy KAJTUSIE";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Białołęka > Warszawa - Białołęka, dzielnica m. st. Warszawy ul.  Światowida 51B lok. U4";"www.kajtusie.pl";"zlobek@kajtusie.pl";"501779872";"34";"34";;;;;"15.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ";"TAK";"Active Team Monika Maciejewicz";;"5212987806";"367560453";"14915/P";"www.kajtusie.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Sportowo - Językowy Fair Play";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze ul. Szuwarowa 1";"www.przedszkolefairplay.info.pl";"biuro@przedszkolefairplay.pl";"507513071";"12";"3";"1699.0 zł";;;;"21.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:00 ";"NIE";"PM & PM S.C. Magdalena Dubisz-Ucherska, Małgorzata Sas-Kusek";"ul. Jana Dekerta 24 30-703 Kraków-Podgórze, Kraków-Podgórze, delegatura";"6832045200";"121064905";"1896/P";"www.przedszkolefairplay.pl";"NIE"
"Żłobek";"InteGra SportArt Żłobek z oddziałem integracyjnym";"ŚLĄSKIE > Powiat Tychy > Tychy > Tychy, miasto ul.  Arctowskiego 3B";"www.przedszkoleart.pl";"dyrekcja@zlobeksportart.pl";"570011355";"24";"24";"1100.0 zł";;;;"16.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"SPORTART Sp. z o.o.";"al.  Niepodległości 32 43-100 Tychy, Tychy, miasto";"6463008691";"527113621";"3190/P";;"NIE"
"Żłobek";"NIEPUBLICZNY ŻŁOBEK ,,SZKRABUŚ""";"OPOLSKIE > Powiat strzelecki > Strzelce Opolskie > Strzelce Opolskie, miasto ul.  Henryka Pobożnego 1";;"zlobek.szkrabus@gmail.com";"603304071";"35";"30";"1700.0 zł";"50.0 zł";;;"16.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"NIEPUBLICZNY ŻŁOBEK ""SZKRABUŚ"" - SABINA DRAMSKA";;"7561930332";"383059686";"14928/P";"www.zlobekszkrabus.pl";"NIE"
"Żłobek";"ŻŁOBEK BOBOLANDIA AGNIESZKA KAMOLA";"WIELKOPOLSKIE > Powiat Poznań > Poznań-Stare Miasto > Poznań-Stare Miasto, delegatura os.  Na Murawie 7 lok. 1";"www.bobolandiazlobek.pl";"bobolandiazlobek@wp.pl";"600967996";"20";"20";"1300.0 zł";"50.0 zł";;"370.0 zł";;"Zniżka - Dofinansowanie w ramach dotacji z UM.: 41.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Żłobek Bobolandia Agnieszka Kamola";;"8431407822";"383060548";"14929/P";;"NIE"
"Żłobek";"Niepubliczne Przedszkole i Żłobek Poznańskie MALUDY";"WIELKOPOLSKIE > Powiat Poznań > Poznań-Nowe Miasto > Poznań-Nowe Miasto os. Stare Żegrze 97 lok. -";"www.poznanskiemaludy.pl";"j.urbanska@poznanskiemaludy.pl";"504400990";"21";"21";"900.0 zł";;;;"18.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"Niepubliczne Przedszkole i Żłobek Poznańskie MALUDY Joanna Urbańska";;"5621713638";"380651912";"13309/P";"www.poznanskiemaludy.pl";"NIE"
"Klub dziecięcy";"Klub dziecięcy KAMELEONEK";"WIELKOPOLSKIE > Powiat poznański > Komorniki > Wiry ul. Łęczycka 43";;"kama-marc83@wp.pl";"571571143";"12";"12";"1100.0 zł";"30.0 zł";;;"14.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Kamila Szwedek";;"7772545708";"381183650";"14949/P";;"NIE"
"Żłobek";"Niepubliczny żłobek TUPTU Chomiczówka";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Bielany > Warszawa - Bielany, dzielnica m. st. Warszawy ul.  Rodziny Połanieckich 29A";"www.tuptu.pl";"chomiczowka@tuptu.pl";"518397487";"35";"34";"1900.0 zł";"50.0 zł";;;"20.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ";"NIE";"TUPTU Spółka z ograniczoną odpowiedzialnością";" 45a 05-080 Stare Babice, Koczargi Stare, wieś";"1182175443";"380465693";"1624/P";"www.tuptu.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek TUPTUŚ Patrycja Janoszka ";"ŚLĄSKIE > Powiat tarnogórski > Zbrosławice > Zbrosławice, wieś ul.  Wolności 100A";"www.tuptus-zbroslawice.pl";"tuptus.zlobek@interia.pl";"574-942-988";"60";"60";"1150.0 zł";"25.0 zł";;"280.0 zł";;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 3.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"Niepubliczny Żłobek TUPTUŚ Patrycja Janoszka";"ul.  Wolności 100A 42-674 Zbrosławice, Zbrosławice, wieś";"6262150241";"383250119";"14969/P";"www.tuptus-zbroslawice.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek EncePence";"PODKARPACKIE > Powiat łańcucki > Łańcut > Łańcut ul. Kard. Stefana Wyszyńskiego 41A";"www.encepence-lancut.pl";"encepence.lancut@gmail.com";"782750782";"21";"20";"870.0 zł";;;;"13.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-18:00 ";"TAK";"DEVAN Sp. z o.o.";"ul. Kard. Stefana Wyszyńskiego 41 lok. A 37-100 Łańcut, Łańcut, miasto";"8151800429";"363931680";"14989/P";;"NIE"
"Żłobek";"HAPPY SKRZATY Żłobek Dwujęzyczny";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Psie Pole > Wrocław-Psie Pole ul. Na Polance 22B";"https://www.facebook.com/happyskrzaty/";"happyskrzaty@gmail.com";"602612216";"25";"25";"759.0 zł";"25.0 zł";;;"23.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"HAPPY SKRZATY ŻŁOBEK DWUJĘZYCZNY IZABELA FIEDZIUK, ALICJA GŁUSZCZYŃSKA S.C.";"ul.  Na Polance 22B 51-109 Wrocław-Psie Pole, Wrocław-Psie Pole, delegatura";"8952192465";"380848141";"15009/P";;"NIE"
"Żłobek";"Żłobek Muzyczny SAKSOFONIK";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Krzyki > Wrocław-Krzyki ul. Stacha Świstackiego 21 lok. 1A";"www.zlobek.wroclaw.pl";"zlobek@saksofonik.pl";"789373979";"80";"25";"1510.0 zł";"35.0 zł";;;"19.5 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"REDUET SP. Z O.O.";"ul. Stacha Świstackiego 21 lok. 1A 50-430 Wrocław-Krzyki, Wrocław-Krzyki, delegatura";"8992852749";"381652948";"14990/P";;"NIE"
"Żłobek";"Żłobek Miejski Nr 3";"MAŁOPOLSKIE > Powiat Nowy Sącz > Nowy Sącz > Nowy Sącz, miasto ul. Janusza Kusocińskiego 4a";;"mznowysacz@poczta.fm";"18 353 26 33";"128";"128";"380.0 zł";;;;"10.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ";"TAK";"Miasto Nowy Sącz";"ul.  Rynek 1 33-300 Nowy Sącz, Nowy Sącz, miasto";"7343507021";"491893167";"2126/P";"https://www.nowysacz.pl/";"NIE"
"Żłobek";"Niepubliczny Żłobek Św. Józefa w Żyrakowie";"PODKARPACKIE > Powiat dębicki > Żyraków > Żyraków Żyraków 197b";;"jurek0406@gmail.com";"+48 666997089";"8";"8";"1000.0 zł";;;;"13.0 zł";"Zniżka - dofinansowanie do wyżywienia i utrzymania dziecka w żłobku - 100 % z UE: 100.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-18:30 ";"TAK";"Firma Edukacyjna ""Frajda"" Jerzy Rajski";;"8721432188";"180914588";"15029/P";;"NIE"
"Żłobek";"HAPPY KIDS Niepubliczne Przedszkole Językowo - Sportowe i Żłobek ";"MAZOWIECKIE > Powiat makowski > Maków Mazowiecki > Maków Mazowiecki ul. Przasnyska 61";"happykids.irtf.pl";"happykids.makow@wp.pl";"669611293";"24";"18";"900.0 zł";"50.0 zł";;;"5.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% Zniżka - Dzieci pracowników: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:30-17:30 ";"TAK";"HAPPY KIDS RÓŻA CHMIELEWSKA";;"7571481410";"360995745";"15049/P";"happykids.irtf.pl";"NIE"
"Żłobek";"Żłobek Samorządowy ""Dworkowe Skrzaty"" w Lubień Kujawski";"KUJAWSKO-POMORSKIE > Powiat włocławski > Lubień Kujawski > Lubień Kujawski ul. 1 Maja 44a";;"zlobeksamorzadowy@lubienkujawski.pl";"726093120";"30";"30";"200.0 zł";"20.0 zł";;;"10.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:00 ";"NIE";"Gmina Lubień Kujawski";"ul. Wojska Polskiego 29 87-840 Lubień Kujawski";"8882904267";"910866880";"15050/P";;"NIE"
"Żłobek";"Żłobek Wesoły Maluszek Anna Kropielnicka";"MAZOWIECKIE > Powiat wołomiński > Ząbki > Ząbki ul. Władysława Sikorskiego 94";"wesoly-maluszek.pl";"anulka12155@hotmail.com";"534950491";"25";"25";"1400.0 zł";"20.0 zł";;;"23.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-18:00 ";"NIE";"Żłobek Wesoły Maluszek Anna Kropielnicka";;"8241787974";"382771856";"15069/P";"wesoly-maluszek.pl";"NIE"
"Klub dziecięcy";"Przedszkole Niepubliczne ""PROMYCZEK"" - klub dziecięcy";"POMORSKIE > Powiat wejherowski > Szemud > Bojano ul. Tartaczna 3";"www.promyczek-bojano.pl";"biuro@promyczek-bojano.pl";"721626862";"30";"21";"950.0 zł";;;;"10.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-18:00 ";"NIE";"Przedszkole Niepubliczne Promyczek Spółka z ograniczoną odpowiedzialnością";"ul.  Tartaczna 3 84-207 Koleczkowo, Bojano, wieś";"5882477668";"521276641";"676/P";;"NIE"
"Żłobek";"Baby Steps Żłobek Prywatny";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Wola > Warszawa - Wola, dzielnica m. st. Warszawy ul.  Jana Kazimierza 23 lok. U2";;"biuro@babysteps.edu.pl";"602210004";"50";"50";"1550.0 zł";"100.0 zł";;"16.0 zł";;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-18:00 ";"NIE";"Mariola Rowińska";"ul.  Jana Kazimierza 23 lok. U2 01-248 WARSZAWA - WOLA, Warszawa - Wola, dzielnica m. st. Warszawy";"8241701949";"366944973";"15129/P";;"NIE"
"Żłobek";"ŻŁOBEK NIEPUBLICZNY - LOKOMOTYWA NR 2 WE WROCŁAWIU";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Krzyki > Wrocław-Krzyki ul. Poranna 43A";"lokomotywa.net.pl";"wroclaw@lokomotywa.net.pl";"501 063 950";"20";"19";"1848.57 zł";;;;"16.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"TAK";"MAŁOPOLSKIE CENTRUM EDUKACJI LOKOMOTYWA SP. Z O. O.";"ul.  Podhalańska 4 34-700 Rabka-Zdrój, Rabka-Zdrój, miasto";"7352882965";"382971472";"1026/P";"www.malopolska.edu.pl";"NIE"
"Żłobek";"TUPTUŚ Żłobek Niepubliczny ";"DOLNOŚLĄSKIE > Powiat oławski > Jelcz-Laskowice > Jelcz-Laskowice ul. Parkowa 1";;"kontakt@zlobek-tuptus.pl";"691 965 873 ";"36";"36";"1150.0 zł";;;;"12.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 20.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ";"TAK";"TUPTUŚ  Justyna Śmiech, Alicja Sidor  S.C.";"ul.  Oleśnicka 11A 55-220 Jelcz-Laskowice, Jelcz-Laskowice, miasto";"9121875989";"360682762";"1826/P";"www.tuptuswfolwarku.pl";"NIE"
"Żłobek";"Żłobek ""Koszałki Opałki 2"" Edyta Chołota";"LUBELSKIE > Powiat Lublin > Lublin > Lublin ul. Kryształowa 28b lok. 17";"koszalkiopalki.com";"koszalkiopalki@op.pl";"690844833";"43";"27";"1650.0 zł";;;;"15.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Żłobek ""Koszałki Opałki"" Edyta Chołota";;"9182044538";"365258566";"1737/P";"www.koszalkiopalki.com";"NIE"
"Żłobek";"Żłobek Pirackie Skarby";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Stare Miasto > Wrocław-Stare Miasto ul. Tadeusza Zielińskiego 39a";"www.pirackieskarby.pl";"info@pirackieskarby.pl";"+48 795 390 976";"88";"75";"1600.0 zł";"80.0 zł";;;"22.9 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"TAK";"CENTRUM WSPIERANIA BIZNESU EUROPEA SP. Z O.O.";"ul. Romana Dmowskiego 17F lok. 7 50-203 Wrocław-Śródmieście, Wrocław-Śródmieście, delegatura";"8942770251";"932931100";"15152/P";"www.europea.pl";"NIE"
"Klub dziecięcy";"Klub Dziecięcy Nr 2  (Zespół Żłobka i Klubów Dziecięcych siedziba : ul. B.Prusa 253A, Sosnowiec)";"ŚLĄSKIE > Powiat Sosnowiec > Sosnowiec > Sosnowiec ul. Targowa 18";"www.zlobekmiejski.sosnowiec.pl";"zmsc@sosnowiec.edu.pl";"32 263-61-71";"25";"24";"400.0 zł";"40.0 zł";;;"9.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"Gmina Sosnowiec";"ul.  Aleja Zwycięstwa 20 41-200 Sosnowiec, Sosnowiec, miasto";"6443453672";"276255482";"488/P";"www.sosnowiec.pl";"NIE"
"Żłobek";"Żłobek Kraina Montessori w Białymstoku";"PODLASKIE > Powiat Białystok > Białystok > Białystok ul. Bacieczki 223 lok. U1,U2,U3U4";"www.krainamontessori.pl";"dyrekcja@krainamontessori.pl";"723508747";"15";"0";"1150.0 zł";;;;"15.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"Kraina Montessori Aldona Dunaj";;"9661403260";"362268883";"1519/P";"www.krainamontessori.pl";"NIE"
"Klub dziecięcy";"""Zamkowa Kraina""";"ŁÓDZKIE > Powiat Łódź > Łódź-Górna > Łódź-Górna ul. Karpacka 61";"https://pl-pl.facebook.com/zamkowa.kraina";"zamkowakraina@interia.pl";"690-072-547,690-072-363";"29";"29";"1080.0 zł";"28.0 zł";;;"20.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 20.0% Zniżka - Samotne wychowanie dziecka: 20.0% Zniżka - W przypadku zapisania rodzeństwa nie pobieramy za 2 i 3 dziecko opłaty za wyżywienie: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-16:30 ";"NIE";"Spółdzielnia Socjalna ""Zamkowa Kraina""";"ul.  Karpacka 61 93-536 Łódź-Górna, Łódź-Górna, delegatura";"7282792233";"101542065";"1333/P";;"NIE"
"Żłobek";"A KUKU ";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Fabryczna > Wrocław-Fabryczna, delegatura ul.  Starogajowa 107";"www.facebook.pl/akukuwroclaw";"liebenthal.justyna@gmail.com";"509397098";"35";"24";"1300.0 zł";;;;"16.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:45-17:00 ";"NIE";"A KUKU s.c.";"ul.  Starogajowa 107 54-047 Wrocław-Fabryczna, Wrocław-Fabryczna, delegatura";"8943132653";"381201476";"15270/P";"http://www.facebook.pl/akukuwroclaw";"NIE"
"Klub dziecięcy";"Zielona Baza";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Psie Pole > Wrocław-Psie Pole ul. Waniliowa 21A";;"biuro@zielonabaza.pl";"510845427";"21";"21";"840.0 zł";"100.0 zł";;;"16.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"AD TEAM Sp. z o.o.";"ul.  Sułowska 24f lok. 5 51-180 Wrocław-Psie Pole, Wrocław-Psie Pole, delegatura";"8952139301";"367343320";"15309/P";;"NIE"
"Żłobek";"Przedszkole Niepubliczne i Żłobek ""Kotek"" Katarzyna Treder";"POMORSKIE > Powiat kartuski > Żukowo > Borkowo, wieś ul.  Karlikowska 6";;"katarzyna.treder@onet.pl";"509891237";"10";"7";"900.0 zł";;;;"17.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"NIE";"Przedszkole Niepubliczne i Żłobek ""Kotek"" Katarzyna Treder";"ul.  Karlikowska 6 83-330 Żukowo, Borkowo, wieś";"5891258836";"222015840";"15071/P";;"NIE"
"Żłobek";"Żłobek  Kraina Przedszkolaka";"MAZOWIECKIE > Powiat wołomiński > Radzymin > Radzymin ul. Jana Kilińskiego 7";"www.kraina-przedszkolaka.pl";"kontakt@kraina-przedszkolaka.pl";"508088842";"20";"0";"700.0 zł";;;;"12.5 zł";;"Godziny pracy: ";"NIE";"Publiczne Przedszkole Kraina Przedszkolaka Aleksandra Sulejewska";;"1251637155";"363154420";"15089/P";"www.kraina-przedszkolaka.pl";"TAK"
"Żłobek";"Niepubliczny Żłobek FUN&PLAY w Tarnowie";"MAŁOPOLSKIE > Powiat Tarnów > Tarnów > Tarnów ul. Generała Tadeusza Klimeckiego 11";"https://www.funplay-tarnow.pl";"biuro@funplay-tarnow.pl";"534702868";"14";"12";"950.0 zł";;;;"19.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 15.0% Zniżka - Dotacja ZUS dla dzieci objętych dotacją 400 zł/miesięcznie: 42.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"Firma Fun & Play Katarzyna Starzyk";;"8732601559";"383024920";"15109/P";"https://funplay-ns.pl/";"NIE"
"Żłobek";"Pozytywny żłobek w Bytomiu";"ŚLĄSKIE > Powiat Bytom > Bytom > Bytom ul. Artura Grottgera 20B";"http://slaskie.pozytywneinicjatywy.pl/";"g.wysocka@pozytywneinicjatywy.pl";"600086153";"21";"21";"1060.0 zł";"50.0 zł";;;"18.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 20.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% Zniżka - Pracownicy PIE oraz FPI: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"TAK";"Pozytywne Inicjatywy - Edukacja Sp. z o. o.";"ul.  Przebendowskiego 12 84-100 Puck, Puck, miasto";"5871689332";"221092650";"12985/P";"http://www.pozytywneinicjatywy.pl";"NIE"
"Żłobek";"Smyki Awioniki";"KUJAWSKO-POMORSKIE > Powiat Bydgoszcz > Bydgoszcz > Bydgoszcz, miasto ul. ks. Józefa Schulza 1";"www.smykiawioniki.pl";"zlobek@wzl2.mil.pl";"882353355";"30";"30";"1200.0 zł";"30.0 zł";;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Wojskowe Zakłady Lotnicze Nr 2 Spółka Akcyjna";"ul.  Szubińska 107 85-915 Bydgoszcz, Bydgoszcz, miasto";"5540311657";"000173284";"15073/P";"www.smykiawioniki.pl";"NIE"
"Żłobek";"Pijarski Żłobek w Warszawie";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Mokotów > Warszawa - Mokotów, dzielnica m. st. Warszawy ul.  Siekierkowska 7";"www.pijarskieprzedszkole.pl";"pijarskieprzedszkole.wawa@pijarzy.pl";"228412222";"18";"15";"1950.0 zł";;;;"21.0 zł";"Zniżka - Samotne wychowanie dziecka: 5.0% Zniżka - Rodzina- 4 i więcej Dzieci: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:00 ";"TAK";"Kolegium Zakonu Pijarów Warszawa";"ul.  Gwintowa 3 00-704 Warszawa - Mokotów, Warszawa - Mokotów, dzielnica m. st. Warszawy";"5212941744";"040021258";"15130/P";"www.pijarskieprzedszkole.pl";"NIE"
"Klub dziecięcy";"Klub Malucha ''Biedroneczki''";"MAZOWIECKIE > Powiat warszawski zachodni > Błonie > Błonie ul. Traugutta 3";;"czempas@poczta.onet.pl";"609789101";"25";"24";"1200.0 zł";"100.0 zł";;"450.0 zł";;"Zniżka - Samotne wychowanie dziecka: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 07:00-17:00 ";"NIE";"ZARZĄDZANIE RYNKIEM - WOJCIECH CZEMPAS";;"1180653482";"382151579";"15131/P";;"NIE"
"Żłobek";"KRAINA ELFÓW";"ŚLĄSKIE > Powiat gliwicki > Sośnicowice > Sośnicowice ul. Kościuszki 22 lok. 3";"www.kraina-elfow.pl";"biuro@kraina-elfow.pl";"570 505 895";"20";"20";"1100.0 zł";"20.0 zł";;;"16.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"Firma Handlowo -Usługowa Justyna Gil";;"6312209983";"278249178";"1591/P";"www.kraina-elfow.pl";"NIE"
"Żłobek";"Żłobek TULIK";"POMORSKIE > Powiat Gdańsk > Gdańsk > Gdańsk, miasto ul.  Podhalańska 14b";"www.zlobektulik.pl";"info@zlobektulik.pl";"799 721 060";"25";"20";"1200.0 zł";;;"350.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:15-16:30 ";"NIE";"Bambino Mariola Duczmańska";;"6741185349";"380982922";"15170/P";"www.zlobektulik.pl";"NIE"
"Żłobek";"Regionalny Żłobek MAŁY BACA";"MAŁOPOLSKIE > Powiat nowosądecki > Łącko > Łącko, wieś Łącko, wieś 977";"www.malybaca.pl";"biuro@malybaca.pl";"+48793208866";"40";"24";"850.0 zł";;;;"12.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 24.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"Małgorzata Plechta Firma Wielobranzowa";;"7340032385";"490218972";"15172/P";;"NIE"
"Żłobek";"Żłobek ""Aniołek"" w Łęcznej";"LUBELSKIE > Powiat łęczyński > Łęczna > Łęczna ul. Świętoduska 2";"www.przedszkole-aniolek.pl/zlobek";"biuro@przedszkole-aniolek.pl";"502056124";"30";"12";"350.0 zł";;;"200.0 zł";;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 99.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% Zniżka - Brak opłat za czesne i wyżywienie dla dzieci przyjęte do żłobka w ramach projektu: „Aktywny Rodzic..: 99.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-18:00 ";"TAK";"Centra Edukacji ""Aniołek"" spółka cywilna Barbara Malczak, Anna Skrzypek-Woźniacka";"ul.  Świętoduska 2 21-010 Łęczna, Łęczna, miasto";"5050097636";"060511685";"14041/P";"www.przedszkole-aniolek.pl/zlobek";"NIE"
"Żłobek";"Żłobek ""Krasnal"" w Kołobrzegu";"ZACHODNIOPOMORSKIE > Powiat kołobrzeski > Kołobrzeg > Kołobrzeg Bogusława X 18";"www.krasnalkolobrzeg.pl";"sekretariat@krasnalkolobrzeg.pl";"943526511";"123";"123";"424.2 zł";"20.0 zł";;;"8.5 zł";"Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 100.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - zasiłek rodzinny na dziecko: 15.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Gmina Miasto Kołobrzeg";"Ratuszowa 13 78-100 Kołobrzeg";"6711698541";"330920736";"67/P";"www.um.kolobrzeg.pl";"NIE"
