Typ instytucji;Nazwa;Lokalizacja instytucji;Adress WWW żłobka/klubu;E-mail żłobka/klubu;Telefon żłobka/klubu;Liczba miejsc;Liczba dzieci zapisanych;Opłata miesięczna - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);stawka za pobyt dziecka przekraczający 10 godzin dziennie - opłata godzinowa;Opłata godzinowa - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);Opłata za wyżywienie - miesięczna;Opłata za wyżywienie - dzienna;Zniżki;Godziny otwarcia;Czy żłobek/klub jest dostosowany do potrzeb dzieci niepełnosprawnych lub wymagających szczególnej opieki?;Podmiot prowadzący - nazwa;Podmiot prowadzacy - adres;Podmiot prowadzący - NIP;Podmiot prowadzący - REGON;Podmiot prowadzący - numery pozycji rejestru;Adres WWW podmiotu prowadzącego żłobek/klub;Czy podmiot prowadzący zawiesił działalność gospodarczą?
"Żłobek";"ŻŁOBEK MIEJSKI  „ AKADEMIA MALUCHA""  W GOŚCINIE";"ZACHODNIOPOMORSKIE > Powiat kołobrzeski > Gościno > Gościno, miasto ul.  Rubinowa 7";"www.zlobek.goscino.pl";"zlobek@goscino.pl";" 943509874;";"50";"48";"600.0 zł";"70.0 zł";;;"14.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"GMINA GOŚCINO";"ul. IV Dywizji Wojska Polskiego 58 78-120 GOŚCINO, Gościno, miasto";"6711710176";"330920676";"21544/P";"www.goscino.com.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Aaa Kotki Dwa""";"MAZOWIECKIE > Powiat garwoliński > Garwolin > Miętne, wieś ul.  Główna 49";"www.aaakotkidwa.edu.pl";"garwolin@aaakotkidwa.edu.pl";"533334841";"32";"30";"1150.0 zł";"30.0 zł";;;"16.4 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"TAK";"Instytut Rozwoju Osobistego Sp. z o.o.";"ul.  Nowogrodzka 48 lok. 8 00-695 Warszawa - Śródmieście, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"7010558888";"363945860";"19902/P";"www.aaakotkidwa.edu.pl";"NIE"
"Żłobek";"Żłobek Miejski ""Bajka""";"KUJAWSKO-POMORSKIE > Powiat inowrocławski > Inowrocław > Inowrocław ul. Solankowa 52";"www.bajka-ino.pl";"zlobekbajka@wp.pl";"523576247";"90";"87";"848.4 zł";"25.0 zł";;;"8.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 15.0% Zniżka - Rodzeństwo - miesięczna opłata za pobyt dziecka w żłobku ulega obniżeniu o 15% za drugie i o 30% za każde kolejne dziecko : 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:30 ";"TAK";"Inowrocław";"ul.  aleja Ratuszowa 36 88-100 Inowrocław, Inowrocław, miasto";"5562638408";"092350725";"50/P";"www.inowroclaw.pl";"NIE"
"Żłobek";"Żłobek Miejski ""Maja""";"KUJAWSKO-POMORSKIE > Powiat inowrocławski > Inowrocław > Inowrocław Józefa Krzymińskiego 18";;"majaino@vp.pl";"(52) 3539204 (sekretariat)";"126";"131";"848.4 zł";"25.0 zł";;;"8.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 15.0% Zniżka - Rodzeństwo - miesięczna opłata za pobyt dziecka w żłobku ulega obniżeniu o 15% za drugie i o 30% za każde kolejne dziecko : 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:30 ";"TAK";"Inowrocław";"ul.  aleja Ratuszowa 36 88-100 Inowrocław, Inowrocław, miasto";"5562638408";"092350725";"50/P";"www.inowroclaw.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Krasnal Hałabała";"WIELKOPOLSKIE > Powiat średzki > Środa Wielkopolska > Środa Wielkopolska Stanisława Staszica 10";"www.sroda21.eu; www.zlobek.sroda21.eu";"alicja.nawracala@sroda21.eu";"605905037";"93";"64";"1200.0 zł";;;;"17.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - wielgachna famuła: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 5:30-16:30 ";"TAK";"Środa XXI Sp. z o. o.";"ul. Ignacego Daszyńskiego 5 63-000 Środa Wielkopolska, Środa Wielkopolska, miasto";"7861694083";"301715677";"87/P";"www.sroda21.eu";"NIE"
"Żłobek";"Żłobek Samorządowy w Izbicy Kujawskiej";"KUJAWSKO-POMORSKIE > Powiat włocławski > Izbica Kujawska > Izbica Kujawska, miasto ul.  Narutowicza 63";"http://zlobekizbicakuj.pl/";"dyrektor@zlobekizbicakuj.pl";"542865009";"24";"24";"0.0 zł";"25.0 zł";;;"10.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-16:00 ";"TAK";"Gmina Izbica Kujawska";"ul. Marszałka Piłsudskiego 32 87-865 Izbica Kujawska, Izbica Kujawska, miasto";"8882894327";"910866850";"21609/P";"izbicakujawska.pl";"NIE"
"Żłobek";"Żłobek KOGUT";"ŚLĄSKIE > Powiat Chorzów > Chorzów > Chorzów, miasto ul.  Armii Krajowej 55";"www.przedszkolekogut.pl";"m.gaponik@przedszkolekogut.pl";"519024024";"60";"23";"1150.0 zł";;;;"19.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"Rino Rino Sp. z o. o.";"ul.  Nowa 3 62-080 Tarnowo Podgórne, Lusowo, wieś";"7812004664";"385108265";"491/P";"www.przedszkolekogut.pl";"NIE"
"Klub dziecięcy";"Klub Malucha ""Baśniowa przystań""";"KUJAWSKO-POMORSKIE > Powiat świecki > Świekatowo > Zalesie Królewskie, wieś Zalesie Królewskie, wieś 42";"www.lasiestaestremo.pl";"basniowaprzystan@gmail.com";"661184849";"24";"16";"1300.0 zł";"35.0 zł";;;"15.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"La Siesta Estremo Michał Partyka";;"5591918033";"363868786";"21791/P";"www.lasiestaestremo.pl";"NIE"
"Żłobek";"Urząd Gminy Ożarowice (tarnogórski)";"ŚLĄSKIE > Powiat tarnogórski > Ożarowice > Tąpkowice, wieś ul.  Kopernika 4";;"zlobek.tapkowice@cuwo.pl";"32/3939032";"48";"44";"1000.0 zł";"50.0 zł";;;"8.5 zł";"Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 50.0% Zniżka - Dochód rodzinny: 20.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"Gmina Ożarowice";"ul.  Dworcowa 15 42-625 Ożarowice, Ożarowice, wieś";"6452502973";"276258954";"21828/P";"www.ozarowice.pl";"NIE"
"Klub dziecięcy";"Klub dziecięcy ,,Wesołe Skrzaty""";"WIELKOPOLSKIE > Powiat gnieźnieński > Niechanowo > Niechanowo, wieś ul.  Ogrodowa 4a";;"wesoleskrzaty@niechanowo.pl";"+48614294910";"30";"24";"848.4 zł";"20.0 zł";;;"15.0 zł";;"Godziny pracy: ";"TAK";"Gmina Niechanowo";"ul.  Różana 1 62-220 Niechanowo, Niechanowo, wieś";"7842297636";"631259413";"22068/P";"https://niechanowo.pl";"NIE"
"Żłobek";"KRASNOLUDKI";"ŁÓDZKIE > Powiat łowicki > Nieborów > Kompina, wieś ul.  Aleja Legionów Polskich 8";"www.juniorseniorkompina.pl";"juniorseniorkompina@gmail.com";"783955641";"20";"12";"900.0 zł";"40.0 zł";;;"20.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"Stowarzyszenie Od Juniora do Seniora";"ul.  Aleja Legionów Polskich 8 96-416 NIEBORÓW, Kompina, wieś";"8341890849";"384503670";"22228/P";;"NIE"
"Żłobek";"EDU ŻŁOBEK-Mała Stópka";"ŚLĄSKIE > Powiat Tychy > Tychy > Tychy, miasto ul.  Borowa 138";;"sekretariatiqedu@gmail.com";"570011355";"60";"57";"1100.0 zł";;;;"16.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"IQ EDU NON PROFIT Sp z o.o.";"al.  Niepodległości 32 43-100 Tychy, Tychy, miasto";"6462977933";"383836776";"18350/P";;"NIE"
"Żłobek";"Żłobek w Staszowie";"ŚWIĘTOKRZYSKIE > Powiat staszowski > Staszów > Staszów ul. Jana Kilińskiego 20";;"pnr_8@vp.pl";"15 864 14 84";"58";"46";"637.0 zł";"64.0 zł";;;"11.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ";"TAK";"Gmina Staszów";"ul. Opatowska 31 28-200 Staszów";"8661608731";"830409749";"202/P";"www.staszow.pl";"NIE"
"Żłobek";"Kraina Marzeń";"OPOLSKIE > Powiat Opole > Opole > Opole, miasto ul.  Hortensji 3";"www.krainamarzen.pl";"hortensji@krainamarzen.pl";"575613113";"100";"82";"1420.0 zł";"35.0 zł";;;"15.0 zł";"Zniżka - Opolska Karta Rodziny i Seniora - obowiązuje na 2 dziecko pod warunkiem uczęszczania obojga z nich: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:45-17:00 ";"NIE";"""Kraina Marzeń"" Grzegorz Tarka";;"7542831103";"160341464";"308/P";"https://kraina-marzen.pl/";"NIE"
"Żłobek";"Niepubliczny Żłobek Sportowo Językowy Fair Play w Bochni";"MAŁOPOLSKIE > Powiat bocheński > Bochnia > Bochnia, miasto ul.  Proszowska 93";"https://przedszkolefairplay.info.pl/placowka/bochnia-proszowska/";"biuro@fairplay-bochnia.pl";"570100237";"51";"51";"1390.0 zł";"50.0 zł";;;"18.8 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 6.0% Zniżka - Miesięczna nieobecność: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:30 ";"TAK";"Firma Handlowo Usługowa Bastex Sebastian Manijak";;"6771749578";"351584526";"20606/P";"www.przedszkolefairplay.pl";"NIE"
"Żłobek";"Żłobek Miejski Nr 3 w Żarach";"LUBUSKIE > Powiat żarski > Żary > Żary ul. Broni Pancernej 10";;"mz3@zary.pl";"683743975";"86";"82";"384.3 zł";;;;"18.3 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% ";"Godziny pracy: ";"NIE";"Gmina Żary o statusie miejskim";"pl.  Rynek 1 lok. 5 68-200 Żary, Żary, miasto";"9282077626";"970770540";"107/P";;"NIE"
"Klub dziecięcy";"Klub dziecięcy Mali Naukowcy";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Ursus > Warszawa - Ursus, dzielnica m. st. Warszawy ul.  Quo Vadis 1 lok. U4";"https://www.malinaukowcy.com.pl/";"laura091@o2.pl";"533553550";"17";"17";"1500.0 zł";"60.0 zł";;;"19.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:30-17:30 ";"NIE";"MALI NAUKOWCY ANNA WŁODARCZYK";;"5272644872";"362361714";"23031/P";"https://www.malinaukowcy.com.pl/";"NIE"
"Żłobek";"Żłobek FOTONIK";"POMORSKIE > Powiat kwidzyński > Kwidzyn > Kwidzyn, miasto ul.  Grudziądzka 8A";"fotonik.edu.pl";"biuro@fotonik.edu.pl";"793294417";"48";"48";"750.0 zł";;;;"17.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Akademia Fotonik Sp. z o. o.";"ul.  Grudziądzka 8A 82-500 Kwidzyn, Kwidzyn, miasto";"5811979546";"527072490";"19981/P";"fotonik.edu.pl";"NIE"
"Żłobek";"Sowy i Sówki";"WIELKOPOLSKIE > Powiat ostrowski > Ostrów Wielkopolski > Ostrów Wielkopolski ul. Marcina Kasprzaka 4";"www.sowy-sowki.pl";"info@sowy-sowki.pl";"62 592 53 17";"16";"3";"800.0 zł";;;;"13.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Violetta Orczykowska";;"6171075829";"250947036";"115/P";"www.sowy-sowki.pl";"NIE"
"Żłobek";"ŻŁOBEK NIEPUBLICZNY ZGROMADZENIA SIÓSTR ZMARTWYCHWSTANIA PAŃSKIEGO  IM. ""ŚWIĘTEJ RODZINY""";"KUJAWSKO-POMORSKIE > Powiat Grudziądz > Grudziądz > Grudziądz, miasto ul.  Chełmińska 77";"www.psz.net.pl";"dyrektor@psz.net.pl";"724102147";"58";"32";"1200.0 zł";;;;"10.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"ZGROMADZENIE SIÓSTR ZMARTWYCHWSTANIA PAŃSKIEGO PROWINCJA POZNAŃSKA";"ul.  Głogowska 145 60-206 Poznań-Grunwald, Poznań-Grunwald, delegatura";"7792015669";"040003355";"23148/P";"www.psz.net.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Morska Kraina";"MAŁOPOLSKIE > Powiat krakowski > Zielonki > Przybysławice, wieś ul.  Gielniówka 47";"www.morskakraina.com.pl";"morskakrainakozierow@gmail.com";"534100920";"20";"14";"1500.0 zł";;;;"19.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Anna Calik";"ul.  Gielniówka 47 32-088 Zielonki, Przybysławice, wieś";"5130172989";"380151598";"13288/P";"www.morskakraina.com.pl";"NIE"
"Żłobek";"Oddział Żłobkowy w Miejskim Przedszkolu z Oddziałami Integracyjnymi nr 3 ""Promyczek"" w Szczytnie";"WARMIŃSKO-MAZURSKIE > Powiat szczycieński > Szczytno > Szczytno Marii Konopnickiej 70";"mp3.miastoszczytno.pl";"dyrektor@zlobek.miastoszczytno.pl";"604639070";"96";"95";"564.0 zł";"10.0 zł";;;"11.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:30 ";"TAK";"Gmina Miejska Szczytno";"Henryka Sienkiewicza 1 12-100 Szczytno";"7451748603";"510743410";"288/P";"miastoszczytno.pl";"NIE"
"Żłobek";"Żłobek Nr 1   WESOŁY MIŚ";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów ul. Piękna 18";"www.mzz.itl.pl";"zlobek1@mzz.resman.pl";"17 748 11 20";"153";"154";"551.0 zł";"42.0 zł";;;"9.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"GMINA MIASTO RZESZÓW";"ul.  Rynek 1 35-064 Rzeszów, Rzeszów, miasto";"8130008613";"690581353";"225/P";"www.erzeszow.pl";"NIE"
"Żłobek";"Żłobek Nr 3 KRZYŚ";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów ul. Macieja Rataja 6 A";"www.mzz.itl.pl";"zlobek3@mzz.resman.pl";"17 748 11 24";"153";"151";"551.0 zł";"42.0 zł";;;"9.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"GMINA MIASTO RZESZÓW";"ul.  Rynek 1 35-064 Rzeszów, Rzeszów, miasto";"8130008613";"690581353";"225/P";"www.erzeszow.pl";"NIE"
"Żłobek";"Żłobek Nr 8   KAJTEK";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów ul. Kazimierza Pułaskiego 3B";"www.mzz.itl.pl";"zlobek8@mzz.resman.pl";"17 748 11 28";"132";"132";"551.0 zł";"42.0 zł";;;"9.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"GMINA MIASTO RZESZÓW";"ul.  Rynek 1 35-064 Rzeszów, Rzeszów, miasto";"8130008613";"690581353";"225/P";"www.erzeszow.pl";"NIE"
"Żłobek";"Żłobek Niepubliczny Lucky Baby 3 w Bydgoszczy ";"KUJAWSKO-POMORSKIE > Powiat Bydgoszcz > Bydgoszcz > Bydgoszcz, miasto ul.  Fordońska 189";"www.lucky-baby.pl";"bydgoszcz@zlobkiprzedszkola.pl";"885979093";"123";"8";"1670.0 zł";;;"350.0 zł";;"Zniżka - ulga za kontynuacje umowy w przedszkolu zgodnie z regulaminem : 17.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"Strefa Edukacji E=mc2 Sp. z o.o.";"ul.  Chełmińska 206 86-300 Grudziądz, Grudziądz, miasto";"5252579048";"147102123";"2328/P";"www.e-mc2.eu";"NIE"
"Żłobek";"Niepubliczny Żłobek Tulii Lulii";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Śródmieście > Kraków-Śródmieście, delegatura ul.  Dobrego Pasterza 118G lok. U1";;"tuliilulii@interia.pl";"737840977";"16";"16";"1650.0 zł";;;;"18.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"Niepubliczny Żłobek Tulii Lulii, M.Nowak, P.Kruczek spółka cywilna";"ul.  Młyńska 9 lok. 2 31-469 Kraków-Śródmieście, Kraków-Śródmieście, delegatura";"9452232191";"385012714";"16793/P";;"NIE"
"Żłobek";"Żłobek Nr 10   RUMCAJS";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów ul. Stefana Starzyńskiego 19";"www.mzz.itl.pl";"zlobek10@mzz.resman.pl";"17 748 11 44";"153";"152";"551.0 zł";"42.0 zł";;;"9.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"GMINA MIASTO RZESZÓW";"ul.  Rynek 1 35-064 Rzeszów, Rzeszów, miasto";"8130008613";"690581353";"225/P";"www.erzeszow.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Akademia Malucha";"MAŁOPOLSKIE > Powiat wielicki > Wieliczka > Wieliczka, miasto ul.  Jasna 8A";"akademiamalucha.com.pl";"gocha.kurzeja@op.pl";"513432904";"21";"22";"1200.0 zł";;;;"19.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Centrum Edukacji Artystycznej - Ognisko Muzyczne/ Małgorzata Banach";;"7343510000";"122409482";"16289/P";;"NIE"
"Żłobek";"Żłobek Nr 11   SŁONECZKO";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów al. prof. Adama Krzyżanowskiego 22";"www.mzz.itl.pl";"zlobek11@mzz.resman.pl";"17 748 11 32";"153";"156";"551.0 zł";"42.0 zł";;;"9.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"GMINA MIASTO RZESZÓW";"ul.  Rynek 1 35-064 Rzeszów, Rzeszów, miasto";"8130008613";"690581353";"225/P";"www.erzeszow.pl";"NIE"
"Żłobek";"NIEPUBLICZNY ŻŁOBEK ,,ENTLICZEK PENTLICZEK"" ILONA KLUCZEK, EMILIA HEJNICKA SPÓŁKA CYWILNA";"WIELKOPOLSKIE > Powiat grodziski > Grodzisk Wielkopolski > Grodzisk Wielkopolski, miasto ul.  Łyżwiarska 6";"www.zlobekentliczek.pl";"entliczekpentliczek.zlobek@gmail.com";"695037352";"32";"20";"1550.0 zł";"50.0 zł";;;"17.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 8.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"Niepubliczny Żłobek ,, Entliczek Pentliczek "" Ilona Kluczek, Emilia Hejnicka Spółka Cywilna";"ul.  Łyżwiarska 6 62-065 Grodzisk Wielkopolski, Grodzisk Wielkopolski, miasto";"9950259680";"521403499";"23769/P";"www.zlobekentliczek.pl";"NIE"
"Żłobek";"Żłobek Maluszki";"MAŁOPOLSKIE > Powiat tarnowski > Pleśna > Pleśna, wieś Pleśna, wieś 1";;"akryca@tlen.pl";"604786767";"27";"16";;;"1000.0 zł";;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"Agnieszka Kryca-Cholewa VITEA CLUB";;"9930145660";"121475092";"23788/P";;"NIE"
"Żłobek";"Żłobek Stonoga";"MAŁOPOLSKIE > Powiat olkuski > Olkusz > Olkusz, miasto ul. gen. Jana Henryka Dąbrowskiego 11";;"stonoga.olkusz@gmail.com";"509899388";"27";"16";"1000.0 zł";;;;"13.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 15.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 15.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"Aleksandra Świerczek";;"6372193866";"123156882";"2601/P";;"NIE"
"Żłobek";"Żłobek Sezamkowo";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Wawer > Warszawa - Wawer, dzielnica m. st. Warszawy ul. Stanisława Miłkowskiego 2a";"www.sezamkowo.waw.pl";"zlobek@sezamkowo.waw.pl";"737306690";"44";"30";"1850.0 zł";;;;"21.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-18:00 ";"NIE";"Niepubliczny Żłobek Sezamkowo Agnieszka Stańczak";;"9522012685";"362421215";"7285/P";"www.sezamkowo.waw.pl";"NIE"
"Klub dziecięcy";"Berbeć";"MAZOWIECKIE > Powiat wołomiński > Ząbki > Ząbki, miasto ul.  Kwiatowa 5 lok. c";"www.berbec.eu";"biuro@berbec.eu";"512-097-756";"24";"23";"1350.0 zł";;;;"17.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"NIE";"Hubert Buczyński";;"5242520504";"145870237";"22988/P";;"NIE"
"Żłobek";"Gminny Żłobek w Żabnie";"MAŁOPOLSKIE > Powiat tarnowski > Żabno > Żabno Władysława Jagiełły 12";"www.przedszkole.zabno.com";"przedszkolezabno@zabno.pl";"14 645 69 73";"40";"41";"400.0 zł";;;;"9.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Gmina Żabno";"Władysława Jagiełły 1 33-240 Żabno";"9930370109";"851661174";"258/P";"www.zabno.pl";"NIE"
"Żłobek";"WESOŁY DOMEK";"ŚLĄSKIE > Powiat gliwicki > Gierałtowice > Gierałtowice, wieś ul.  Ligonia 30";"https://zlobek-wesolydomek.pl/";"zlobek.gieraltowice@intertia.pl";"501483934";"60";"50";"1600.0 zł";;;;"18.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"""BAKOWSKI""ANDRZEJ BAKOWSKI";;"9691330608";"278050703";"24348/P";;"NIE"
"Żłobek";"Żłobek Barwny Świat Alter";"ŚLĄSKIE > Powiat Ruda Śląska > Ruda Śląska > Ruda Śląska, miasto ul. Piotra Niedurnego 73";;"zlobek@barwnyswiatalter.pl";"570830500";"32";"30";"1000.0 zł";;;;"16.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"TAK";"Fundacja Edukacji i Wspomagania Rozwoju EVOLVER";"ul.  Średnia 3a 41-506 CHORZÓW, Chorzów, miasto";"6272738390";"243536092";"24368/P";"www.fundacjaevolver.pl";"NIE"
"Żłobek";"EDU ŻŁOBEK - Żłobek Montessori II";"ŚLĄSKIE > Powiat Tychy > Tychy > Tychy, miasto al.  Niepodległości 32";;"sekretariatiqedu@gmail.com";"570011355";"53";"49";"1100.0 zł";;;;"16.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"TAK";"IQ EDU NON PROFIT Sp z o.o.";"al.  Niepodległości 32 43-100 Tychy, Tychy, miasto";"6462977933";"383836776";"18350/P";;"NIE"
"Żłobek";"Radosne Brzdące";"ŁÓDZKIE > Powiat Piotrków Trybunalski > Piotrków Trybunalski > Piotrków Trybunalski, miasto ul.  Sulejowska 44";;"szymanskaanna1976@gmail.com";"572220120";"24";"12";"900.0 zł";"20.0 zł";;"15.0 zł";;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 30.0% Zniżka - Samotne wychowanie dziecka: 30.0% Zniżka - Dochód rodzinny: 30.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"Radosne Brzdące";"ul.  Sulejowska 44 97-300 Piotrków Trybunalski, Piotrków Trybunalski, miasto";"7711799656";"522439312";"24410/P";;"NIE"
"Żłobek";"ŻŁOBEK RAINBOW";"PODLASKIE > Powiat Białystok > Białystok > Białystok, miasto ul.  Warmińska 31 lok. U2";"www.przedszkole-rainbow.pl";"justynafraszczak@gmail.com";"511059646";"24";"23";"1300.0 zł";;;;"13.5 zł";"Zniżka - Samotne wychowanie dziecka: 10.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"RAINBOW JUSTYNA FRĄSZCZAK";;"5422526081";;"24649/P";"www.przedszkole-rainbow.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Podwodna Kraina ";"POMORSKIE > Powiat Gdańsk > Gdańsk > Gdańsk, miasto ul.  Cienista 28 lok. 66";"www.przedszkolepodwodnakraina.pl";"biuro@przedszkolepodwodnakraina.pl";"501 301 737";"25";"22";"1500.0 zł";;;;"19.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 8.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"Niepubliczne Przedszkole Podwodna Kraina Iwona Potapczuk";;"5831773405";"221168317";"20683/P";"www.przedszkolepodwodnakraina.pl";"NIE"
