Identyfikator instytucji;Typ instytucji;Nazwa;Województwo;Powiat;Gmina;Miejscowość;Ulica;Nr domu;Nr lokalu;Kod pocztowy;Geolokalizacja;Adres WWW żłobka/klubu;E-mail żłobka/klubu;Telefon żłobka/klubu;Liczba miejsc;Liczba dzieci zapisanych;Liczba miejsc ze środków KPO;Liczba miejsc ze środków FERS;Liczba dzieci zapisanych na miejsca z KPO;Liczba dzieci zapisanych na miejsca z FERS;Podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia) - opłata miesięczna;Opłata miesięczna na miejscach z KPO/FERS;Stawka za pobyt dziecka przekraczający 10 godzin dziennie - opłata godzinowa;Opłata godzinowa - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);Opłata za wyżywienie - miesięczna;Opłata za wyżywienie - dzienna;Wydatki na funkcjonowanie – miesięcznie;W tym z programu Dofinansowanie wynagrodzeń;Zniżki;Godziny otwarcia;Czy żłobek/klub jest dostosowany do potrzeb dzieci niepełnosprawnych lub wymagających szczególnej opieki?;Czy podmiot prowadzący zawiesił działalność instytucji opieki?;Podmiot prowadzący - nazwa;Podmiot prowadzący - miejscowość;Podmiot prowadzący - ulica;Podmiot prowadzący - nr domu;Podmiot prowadzący - nr lokalu;Podmiot prowadzący - kod pocztowy;Podmiot prowadzący - NIP;Podmiot prowadzący - REGON;Podmiot prowadzący - numery pozycji rejestru;Adres WWW podmiotu prowadzącego żłobek/klub
"12430/Z";"Żłobek";"Żłobek na Górce";"WIELKOPOLSKIE";"poznański";"Swarzędz";"Swarzędz";"ul. Górków";"11";;"62-020";"17.0831978;52.4116081";"www.akademianagorce.pl";"kontakt@akademianagorce.pl";"535235245";"64";"34";"0";"0";"0";"0";2150.0;0.0;;;;17.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"NIE";"Żłobek i Przedszkole na Górce Sp. z o.o.";"Poznań-Nowe Miasto, delegatura";"ul.  Starołęcka";"38";;"61-361";"7822687765";"366669343";"13502/P";"www.akademianagorce.pl"
"12431/Z";"Klub dziecięcy";"Klub Dziecięcy Tuli Tutuś";"LUBELSKIE";"lubelski";"Niemce";"Dys";"ul. Polna";"12";;"21-003";"22.5780085;51.3162128";"www.tulitutus.pl";"tulitutus@wp.pl";"693350514";"15";"15";"0";"0";"0";"0";1840.0;0.0;100.0;;;20.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"NIE";"PHU Aneta Rosłan";;;;;;"7981392114";"361839088";"11764/P";"brak"
"12432/Z";"Żłobek";"Żłobek Miejski w Jaworznie";"ŚLĄSKIE";"Jaworzno";"Jaworzno";"Jaworzno, miasto";"ul. 3 Maja";"16";;"43-600";"19.271262751967996;50.20628876338506";"www.zlobekmiejski.jaworzno.edu.pl";"sekretariat@zlobekmiejski.jaworzno.edu.pl";"327511881";"32";"30";;;;;1500.0;0.0;40.0;;;15.6;2987.07;384.84;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"NIE";"Gmina Jaworzno";"Jaworzno, miasto";"ul. Grunwaldzka";"33";;"43-600";"6322010013";"276255370";"13504/P";"www.jaworzno.pl"
"12433/Z";"Żłobek";"Niepubliczny Żłobek ""Akademia Kwadrat""";"ŚWIĘTOKRZYSKIE";"starachowicki";"Starachowice";"Starachowice, miasto";"ul. Długa";"11";;"27-200";"20.980705971529893;50.89701424103626";"www.akademiakwadrat.pl";"kontakt@przedszkolak.starachowice.pl";"668432370";"53";"27";;;;;2050.0;0.0;;;;21.5;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"NIE";"Akademia Przedszkolaka - Małgorzata Krawczyk";"Starachowice, miasto";"ul. Długa";"11";;"27-200";"6642024034";"260464117";"13527/P";"www.akademiakwadrat.pl"
"12434/Z";"Żłobek";"Akademia Malucha";"ŚLĄSKIE";"zawierciański";"Zawiercie";"Zawiercie, miasto";"ul.  Miejska";"24";;"42-400";"19.4303686594814;50.50304245";"akademiamalucha.net.pl";"biuro@akademiamaulucha.net.pl";"530152040";"19";"9";"0";"0";"0";"0";1500.0;0.0;;;;16.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:00 ";"NIE";"NIE";"Akademia Malucha Magdalena Rodak";"Zawiercie, miasto";"ul.  Miejska";"24";;"42-400";"6492109650";"242801221";"13528/P";"akademiamalucha.net.pl"
"12436/Z";"Żłobek";"Niepubliczny Żłobek ""Mali Giganci""";"ŁÓDZKIE";"bełchatowski";"Bełchatów";"Bełchatów, miasto";"ul. Rynek Grocholski";"21";;"97-400";"19.376341920825368;51.33556225";"www.zlobekbelchatow.pl";"kontakt@zlobekbelchatow.pl";"502313011";"44";"44";;;;;1500.0;0.0;;;;13.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:15-17:00 ";"NIE";"NIE";"SQOOLIO MILENA OLEJNIK";"Bełchatów, miasto";"ul. Rynek Grocholski";"21";;"97-400";"7692082732";"381034937";"13536/P";"www.zlobekbelchatow.pl"
"12438/Z";"Żłobek";"Scandikids";"MAZOWIECKIE";"otwocki";"Wiązowna";"Zakręt, wieś";"ul. Polna";"26";;"05-077";"21.2599;52.21536";"www.scandi-kids.com";"info@scandi-kids.com";"517177848";"20";"20";;;;;1850.0;0.0;;;;16.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ";"NIE";"NIE";"Style of Mind Magdalena Bojanowska";;;;;;"5242522880";"140068280";"13045/P";"www.scandi-kids.com"
"12441/Z";"Żłobek";"Żłobek ""Słodkie Borówki""";"DOLNOŚLĄSKIE";"strzeliński";"Borów";"Borów";"ul. Wrocławska";"24";;"57-160";"16.9947320435728;50.88545695";;"malgorzata@fep.edu.pl";"669346333";"25";"17";"0";"0";"0";"0";1700.0;0.0;;;;21.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-16:00 ";"NIE";"NIE";"Fundacja Edukacji Przedszkolnej";"Wrocław-Śródmieście, delegatura";"pl. św. Macieja";"2";;"50-244";"8982112726";"020545528";"11941/P";"brak"
"12443/Z";"Żłobek";"Centrum Dziecięce Jasia i Małgosi Magdalena Dziuda";"ŁÓDZKIE";"Łódź";"Łódź-Widzew";"Łódź-Widzew";"ul. Władysława Szafera";"10";;"92-306";"19.5423243;51.7606746";"www.zlobekjasimalgosia.pl";"centrumjasimalgosia@wp.pl";"662162286";"40";"21";"0";"0";"0";"0";1500.0;0.0;;;;20.0;;;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 20.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Centrum Dziecięce Jasia i Małgosi Magdalena Dziuda";;;;;;"7251894292";"100999354";"3202/P";"www.zlobekjasimalgosia.pl"
"12445/Z";"Żłobek";"Żłobek Sielankowo";"ŁÓDZKIE";"zgierski";"Aleksandrów Łódzki";"Aleksandrów Łódzki, miasto";"ul. Sportowa";"29/31";;"95-070";"19.3078536;51.8082996";"www.sielankowo.com.pl";"zlobek@sielankowo.com.pl";"660954800";"60";"60";;;;;1700.0;0.0;50.0;;;21.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Sielankowo Małgorzata Jasińska-Nowak";;;;;;"7262226105";"369449814";"13514/P";"www.sielankowo.com.pl"
"12446/Z";"Żłobek";"AKADEMIA ROZWOJU MARIOLA KOZŁOWSKA ";"ŚLĄSKIE";"Zabrze";"Zabrze";"Zabrze";"ul. Wolności";"338B";;"41-800";"18.79377285268784;50.301921179821164";;"mariola.kozlowska@onet.pl";"723494228";"25";"21";"0";"0";"0";"0";2190.0;0.0;30.0;;;17.5;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:30 ";"NIE";"NIE";"Akademia Rozwoju Mariola Kozłowska";;;;;;"6481051674";"241832679";"949/P";
"12447/Z";"Żłobek";"Prywatny Żłobek Pluszakowo w Namysłowie";"OPOLSKIE";"namysłowski";"Namysłów";"Namysłów, miasto";"pl.  Plac Wolności";"1A";;"46-100";"17.7228682;51.0752587";"www.pluszakowo.edu.pl";"namyslow@pluszakowo.edu.pl";"574718888";"50";"38";"0";"0";"0";"0";1200.0;0.0;;;;18.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"NIE";"PAULA PAWELEC-DUDZIŃSKA PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE IMPRESJA";;;;;;"7262598864";"100592440";"13545/P";"www.pluszakowo.edu.pl"
"12456/Z";"Żłobek";"Niepubliczny żłobek ""Tuptuś"" Ryszard Kasprzak";"WIELKOPOLSKIE";"turecki";"Władysławów";"Russocice";;"9";;"62-710";;"wladyslawow.zlobektuptus.pl";"rskasprzak@wp.pl";"506186836";"24";"18";"0";"0";"0";"0";1700.0;0.0;30.0;;;24.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"NIE";"Ryszard Kasprzak -Instalatorstwo Elektryczne";;;;;;"6651457407";"310296101";"13531/P";"wladyslawow.zlobektuptus.pl"
"12459/Z";"Żłobek";"Żłobek Gminny w Oleśnicy";"DOLNOŚLĄSKIE";"oleśnicki";"Oleśnica";"Oleśnica, miasto";"ul. Wileńska";"32a";;"56-400";;"www.zlobek.gminny.olesnica.dlaprzedszkoli.eu";"zlobek@olesnica.wroc.pl";"713983131";"96";"68";"21";"21";"21";"21";1500.0;0.0;;;;13.9;2144.91;264.87;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"NIE";"Gmina Oleśnica";"Oleśnica, miasto";"ul. 11 Listopada";"24";;"56-400";"9111777943";"931934791";"13533/P";"www.olesnica.wroc.pl"
"12462/Z";"Żłobek";"Żłobek Niepubliczny ""Wesołe Boberki""";"LUBUSKIE";"żagański";"Żagań";"Żagań";"ul. Jana Pawła II";"19";;"68-100";"15.319161274667577;51.61726086059403";"http://www.wesoleboberki.pl";"wesoleboberki@gmail.com";"693123868";"54";"46";"0";"0";"0";"0";1500.0;0.0;;;;14.7;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:30 ";"TAK";"NIE";"Akademia ""Wesołego Boberka"" Ewa Bielecka";;;;;;"9241326943";"369895991";"13535/P";"www.wesoleboberki.pl"
"12464/Z";"Żłobek";"Gminny Żłobek w Lipiu";"ŚLĄSKIE";"kłobucki";"Lipie";"Lipie, wieś";"ul. Częstochowska";"31";;"42-165";"18.801677993206972;51.00835586598208";;"zlobeklipie@gmail.com";"798570228";"20";"12";;;;;1500.0;0.0;25.0;;;17.0;3297.56;376.18;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"NIE";"Gmina Lipie";"Lipie, wieś";"ul.  Częstochowska";"29";;"42-165";"5742055022";"151398304";"13537/P";"www.lipie.pl"
"12465/Z";"Klub dziecięcy";"Niepubliczny Klub Dziecięcy Miś i Lala ";"WIELKOPOLSKIE";"kaliski";"Żelazków";"Szosa Turecka";;"36B";;"62-817";"18.1254355;51.7787471";;"misilala@onet.pl";"509777565";"30";"24";"0";"0";"0";"0";1724.0;0.0;;;;8.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"NIE";"KATARZYNA WOJTYNKA-KRYSZAK";;;;;;"6181880892";"251431406";"13508/P";
"12467/Z";"Żłobek";"Żłobek Miejski ""Wesoła łąka""";"ŁÓDZKIE";"kutnowski";"Kutno";"Kutno, miasto";"ul. dr. Antoniego Troczewskiego";"2";;"99-300";"19.3673188176969;52.2288723";"www.zlobekkutno.wikom.pl";"zlobekkutno@wikom.pl";"243371030";"100";"100";;;;;1500.0;0.0;30.0;;;15.0;2223.59;300.83;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"NIE";"Gmina Miasto Kutno";"Kutno, miasto";"pl. Plac Marszałka Józefa Piłsudskiego";"18";;"99-300";"7750024735";"611015454";"1044/P";
"12469/Z";"Żłobek";"Żłobek Bajkowy Domek oddział II";"WIELKOPOLSKIE";"Poznań";"Poznań-Grunwald";"Poznań-Grunwald";"ul. Listopadowa";"28";;"60-153";"16.913879609375005;52.39767859712728";"www.baj-dom.pl";"bajdom@onet.pl";"501878868";"20";"20";"0";"0";"0";"0";800.0;0.0;;;;15.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"NIE";"Żłobek Bajkowy Domek  s.c.";"Poznań-Grunwald, delegatura";"ul. Królewny Śnieżki";"16";;"60-193";"7792447848";"365595140";"1864/P";"www.baj-dom.pl"
"12470/Z";"Klub dziecięcy";"Klub Dziecięcy ""Lucky Surmaki""";"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"ul. Stefana Okrzei";"57";;"71-272";"14.508275541894534;53.44575774504145";"www.luckysurmaki.pl";"luckysurmaki@gmail.com";"506131413";"13";"13";"0";"0";"0";"0";1900.0;0.0;;;;17.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:30-15:30 ";"TAK";"NIE";"LUCKY SURMAKI S.C. Berenika Surmacka, Marita Surmacka";"Szczecin, miasto";"ul. Stefana Okrzei";"50";;"71-272";"8522695057";"525472853";"13512/P";"www.luckysurmaki.pl"
"12471/Z";"Klub dziecięcy";"Klub Malucha Re-Re-Kum-Kum";"LUBELSKIE";"puławski";"Puławy";"Puławy";"ul. Wacława Sieroszewskiego";"23";"C";"24-100";"21.98729941871644;51.42210124427942";"www.re-re-kum-kum.pl";"re-re-kum-kum@wp.pl";"531341441";"20";"0";"0";"0";"0";"0";680.0;0.0;;;200.0;;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 7:00-16:00 ";"NIE";"NIE";"Mariusz Jaskulski";;;;;;"6641331627";"290030097";"11341/P";"www.re-re-kum-kum.pl"
"12472/Z";"Żłobek";"Niepubliczny Żłobek Mały Odkrywca";"LUBELSKIE";"łukowski";"Łuków";"Łuków, miasto";"ul. Jana Pawła II";"37";;"21-140";"22.3809415;51.9397611";"www.przedszkole-maly-odkrywca.pl/";"malyodkrywca.przedszkole@gmail.com";"535846441";"15";"13";;;;;1500.0;0.0;50.0;;;17.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-16:45 ";"NIE";"NIE";"Elżbieta Pisarska";;;;;;"8252134023";"061711624";"13513/P";"www.przedszkole-maly-odkrywca.pl/"
"12473/Z";"Żłobek";"MINI AKADEMIA TARCHOMIN ŻŁOBEK NIEPUBLICZNY";"MAZOWIECKIE";"Warszawa";"Warszawa - Białołęka";"Warszawa - Białołęka, dzielnica m. st. Warszawy";"ul.  Zbytki";"4";;"03-145";"20.93901666686212;52.34244905";"WWW.AKADEMIAMALUCHOW.PL";"BIURO@AKADEMIAMALUCHOW.PL";"224243366";"17";"0";"0";"0";"0";"0";2200.0;0.0;;;480.0;;;;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 35.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 2.0% Zniżka - Płatność czesnego z góry za rok: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-15:30 ";"TAK";"NIE";"AKADEMIA MALUCHÓW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Warszawa - Białołęka, dzielnica m. st. Warszawy";"ul.  Zbytki";"4";;"03-145";"5242495249";"015708078";"13515/P";"WWW.AKADEMIAMALUCHOW.PL"
"12476/Z";"Klub dziecięcy";"Niepubliczny Klub Dziecięcy DOMINO";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Krzyki";"Wrocław-Krzyki, delegatura";"ul. Karmelkowa";"8a";;"52-436";"17.0035798;51.0735325";"domino-przedszkole.pl";"domino.przedszkole@gmail.com";"+48505244052";"30";"30";;;;;1750.0;0.0;;;;22.0;;;"Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"NIE";"Domino Joanna Rowińska";;;;;;"8862479370";"020155780";"13548/P";"domino-przedszkole.pl"
"12478/Z";"Żłobek";"Niepubliczny Żłobek artystyczno-językowy ""Smerfusie"" ";"MAŁOPOLSKIE";"miechowski";"Miechów";"Miechów";"ul. Jana Sobieskiego";"7";;"32-200";"20.0250374556352;50.3550469";;"smerfusie.miechow@gmail.com";"798764119";"20";"20";"0";"0";"0";"0";1710.0;0.0;50.0;;;7.5;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-16:30 ";"NIE";"NIE";"Niepubliczny Żłobek Smerfusie Roksana Janus-Celesta";;;;;;"6443401379";"369671530";"13550/P";
"12490/Z";"Żłobek";"Akademia Malucha PUCHATKOWO";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice, miasto";"ul. Huculska";"7";;"40-736";"18.9682727134549;50.22264145";"https://puchatkowo.eu/";"huculska@puchatkowo.eu";"+48605652990";"50";"20";;;;;2200.0;0.0;;;;20.0;;;"Zniżka - Indywidualna ulga z powodów ekonomicznych rodziców: 32.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"EDUKACJA Sp. z o.o.";"Katowice, miasto";"ul. Grzegorza Fitelberga";"6";;"40-588";"6343035857";"527915958";"2022/P";
"12491/Z";"Żłobek";"Niepubliczny Żłobek Akademia Malucha Jabłuszko ";"ŁÓDZKIE";"bełchatowski";"Bełchatów";"Bełchatów, miasto";"ul. Czapliniecka";"6-8";;"97-400";"19.3586862;51.3671024";;"edyta1204@interia.pl";"606683663";"29";"29";;;;;2230.0;0.0;;;;16.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:15-18:00 ";"NIE";"NIE";"Akademia Jabłuszko  Jan Jabłoński";;;;;;"7712198344";"590789000";"1729/P";
"12492/Z";"Żłobek";"Niepubliczny Żłobek Akademia Malucha Jabłuszko";"ŁÓDZKIE";"bełchatowski";"Bełchatów";"Bełchatów, miasto";"ul. Wojska Polskiego";"78";;"97-400";"19.370619693323512;51.3545443";;"edyta1204@interia.pl";"606683663";"93";"88";"0";"72";"0";"72";2230.0;2250.0;;;;16.0;;;"Zniżka - ROZPATRYWANE INDYWIDUALNIE: 38.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:15-18:00 ";"NIE";"NIE";"Akademia Jabłuszko  Jan Jabłoński";"Bełchatów, miasto";"ul. Wojska Polskiego";"78";;"97-400";"7712198344";"590789000";"1729/P";
"12494/Z";"Żłobek";"MINI AKADEMIA - ZACISZE Niepubliczny Żłobek";"MAZOWIECKIE";"Warszawa";"Warszawa - Targówek";"Warszawa - Targówek, dzielnica m. st. Warszawy";"ul.  Wiewiórki";"1";;"03-645";"21.0764947;52.2901082";"www.akademiamaluchow.pl";"zacisze@akademiamaluchow.pl";"+48609389281";"18";"2";"0";"0";"0";"0";2200.0;0.0;60.0;;480.0;;;;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 35.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 2.0% Zniżka - Płatność czesnego z góry za rok: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-15:30 ";"TAK";"NIE";"AKADEMIA MALUCHÓW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Warszawa - Białołęka, dzielnica m. st. Warszawy";"ul.  Zbytki";"4";;"03-145";"5242495249";"015708078";"13515/P";"WWW.AKADEMIAMALUCHOW.PL"
"12495/Z";"Żłobek";"Akademia Twórczej Edukacji ""Mała Pszczółka"" - Żłobek Magdalena Kłoszewska";"ZACHODNIOPOMORSKIE";"policki";"Dobra (Szczecińska)";"Mierzyn, wieś";"ul.  Śliczna";"1";;"72-006";"14.4470959897414;53.43292635";"pszczolka.mierzyn.pl";"pszczolka.szczecin@wp.pl";"513867408";"21";"28";"0";"0";"0";"0";1500.0;0.0;;;;17.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Akademia Twórczej Edukacji ""Mała Pszczółka"" - Żłobek Magdalena Kłoszewska";;;;;;"6772052520";"320703700";"13549/P";"pszczolka.mierzyn.pl"
"12496/Z";"Żłobek";"ŻŁOBEK ALLADYN ";"MAŁOPOLSKIE";"wielicki";"Wieliczka";"Strumiany, wieś";;"224";;"32-002";"20.100452961263287;50.013253899999995";"www.przedszkolealladyn.pl";"karolinajachimczak@gmail.com";"664395435";"70";"14";"0";"0";"0";"0";2200.0;0.0;;;;18.5;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"NIE";"ŻŁOBEK ALLADYN Karolina Jachimczak";"Strumiany, wieś";;"224";;"32-002";"6832081928";"122945068";"13553/P";"www.przedszkolealladyn.pl"
"12498/Z";"Żłobek";"PRYWATNY ŻŁOBEK PLUSZAKOWO";"ŁÓDZKIE";"pabianicki";"Pabianice";"Pabianice, miasto";"ul. Stefana kard. Wyszyńskiego";"4E";;"95-200";"19.34801796887654;51.6630383";"www.pluszakowo.edu.pl";"pabianice@pluszakowo.edu.pl";"426168648";"51";"31";"0";"20";"0";"20";2200.0;1500.0;;;;20.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"NIE";"PAULA PAWELEC-DUDZIŃSKA PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE IMPRESJA";;;;;;"7262598864";"100592440";"13545/P";"www.pluszakowo.edu.pl"
"12499/Z";"Żłobek";"Magiczny Żłobek";"ŁÓDZKIE";"łęczycki";"Łęczyca";"Łęczyca, miasto";"ul. Osiedlowa";"2";;"99-100";"19.1935426953125;52.05615770338645";;"magicznyzlobek@fep.edu.pl";"786041983";"48";"48";;;;;1500.0;0.0;;;;18.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:15-17:15 ";"TAK";"NIE";"Fundacja Edukacji Przedszkolnej";"Wrocław-Śródmieście, delegatura";"pl. św. Macieja";"2";;"50-244";"8982112726";"020545528";"11941/P";"brak"
"12500/Z";"Żłobek";"Gminny Żłobek w Rymanowie (Zespół Żłobków Gminy Rymanów)";"PODKARPACKIE";"krośnieński";"Rymanów";"Rymanów, miasto";"ul. Szkolna";"2";;"38-480";"21.8638536912874;49.57667665";;"dyrektor.zlobek@rymanow.pl";"732602708";"40";"40";;;;;1500.0;0.0;50.0;;;16.0;1753.45;224.06;"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"NIE";"Gmina Rymanów";"Rymanów, miasto";"ul. Mitkowskiego";"14 A";;"38-480";"6842377352";"370440590";"13557/P";"www.rymanow.pl"
"12502/Z";"Klub dziecięcy";"Klub Malucha Wiatraczek";"WIELKOPOLSKIE";"kościański";"Śmigiel";"Śmigiel, miasto";"ul. Kościuszki";"37";;"64-030";"16.5271118;52.012744";;"smigielanka@gmail.com";"505270631";"30";"30";;;;;1500.0;0.0;;;;15.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"NIE";"Spółdzielnia Socjalna ""Śmigielanka""";"Śmigiel, miasto";"ul. Północna";"11";;"64-030";"6981838472";"361329708";"3301/P";
"12503/Z";"Żłobek";"Żłobek Gminny ""Kraina Bobasa"" w Dobrczu";"KUJAWSKO-POMORSKIE";"bydgoski";"Dobrcz";"Dobrcz, wieś";"ul. Długa";"33";;"86-022";"18.149596789491;53.2651031";"http://www.gminadobrcz.pl/p,196,zlobek-gminny-kraina-bobasa";"e.lewandowska@dobrcz.pl";"690460409";"35";"35";"15";"0";"15";"0";1500.0;0.0;;;;14.0;2403.18;191.53;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"NIE";"Gmina Dobrcz";"Dobrcz, wieś";"ul.  Długa";"50";;"86-022";"5542679775";"092350659";"13556/P";"http://gminadobrcz.pl/"
"12508/Z";"Żłobek";"NIEPUBLICZNY ŻŁOBEK ALE FRAJDA SP. Z.O.O.";"MAZOWIECKIE";"Warszawa";"Warszawa - Targówek";"Warszawa - Targówek, dzielnica m. st. Warszawy";"ul.  Bolesławicka";"40";;"03-352";"21.0261491;52.2908597";"www.alefrajda.edu.pl";"alefrajda@interia.eu";"501200030";"62";"25";"0";"0";"0";"0";2000.0;0.0;;;;26.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"ALE FRAJDA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Warszawa - Targówek, dzielnica m. st. Warszawy";"ul.  Bolesławicka";"40";;"03-352";"5242887280";"383776212";"18268/P";
"12516/Z";"Żłobek";"Żłobek Ogródek Krasnoludków";"MAŁOPOLSKIE";"Kraków";"Kraków-Śródmieście";"Kraków-Śródmieście";"ul. Jana Woronicza";"25";;"31-409";"19.95966736982698;50.086631738902156";"www.ogrodek.krasnoludkow.pl";"ogrodek.krasnoludkow@gmail.com";"603764132";"21";"12";"0";"0";"0";"0";2050.0;0.0;;;;20.0;;;"Zniżka - Samotne wychowanie dziecka: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:00 ";"TAK";"NIE";"Kamila Kurkowska Ogródek Krasnoludków";;;;;;"9451996785";"120001363";"13554/P";"www.ogrodek.krasnoludkow.pl"
